name,name:nan,name:nan-HJ,name:nan-TL
一重橋,It-têng-kiô,,
一壽橋,It-siū-kiô,一壽橋,It-siū-kiô
七十二階,Chhit-cha̍p-jī-khám,七十二坎,Tshit-tsa̍p-jī-khám
七星橋,Chhit-chhiⁿ-kiô,,
二重橋,Jī-têng-kiô,,
八仙橋,Pat-sian-kiô,,
八德街,Pat-tek-koe,八德街,Pat-tik-kue
八德路一段,Pat-tek-lō͘ 1-tōaⁿ,八德路一段,Pat-tik-lōo 1-tuānn
八德路二段,Pat-tek-lō͘ 2-tōaⁿ,八德路二段,Pat-tik-lōo 2-tuānn
八德路三段,Pat-tek-lō͘ 3-tōaⁿ,八德路三段,Pat-tik-lōo 3-tuānn
八德路四段,Pat-tek-lō͘ 4-tōaⁿ,八德路四段,Pat-tik-lōo 4-tuānn
三民路,Sam-bîn-lō͘,三民路,Sam-bîn-lōo
三合橋,Sann-ha̍p-kiô,,
三和路一段,Saⁿ-hô-lō͘ 1-tōaⁿ,三和路一段,Sann-hô-lōo 1-tuānn
三和路二段,Saⁿ-hô-lō͘ 2-tōaⁿ,三和路二段,Sann-hô-lōo 2-tuānn
三和路三段,Saⁿ-hô-lō͘ 3-tōaⁿ,三和路三段,Sann-hô-lōo 3-tuānn
三和路四段,Saⁿ-hô-lō͘ 4-tōaⁿ,三和路四段,Sann-hô-lōo 4-tuānn
三和橋,Saⁿ-hô-kiô,,
三重橋,Saⁿ-têng-kiô,,
三福街,Saⁿ-hok-koe,三福街,Sann-hok-kue
三福街4巷,Saⁿ-hok-koe 4-hāng,三福街4巷,Sann-hok-kue 4-hāng
三福街5巷,Saⁿ-hok-koe 5-hāng,三福街5巷,Sann-hok-kue 5-hāng
三福街74巷,Saⁿ-hok-koe 74-hāng,三福街74巷,Sann-hok-kue 74-hāng
三福街9巷,Saⁿ-hok-koe 9-hāng,三福街9巷,Sann-hok-kue 9-hāng
上磺溪橋,Chhiūⁿ-hông-khe-kiô,,
士林橋,Sū-lîm-kiô,,
大屯橋,Tōa-tūn-kiô,,
大安路一段,Tāi-an-lō͘ 1-tōaⁿ,大安路一段,Tāi-an-lōo 1-tuānn
大安路一段51巷,Tāi-an-lō͘ 1-tōaⁿ 51-hāng,大安路一段51巷,Tāi-an-lōo 1-tuānn 51-hāng
大直街,Tāi-ti̍t-ke,,
大度路,Tōa-tō͘-lō͘,,Tuā-tōo-lōo
大度路一段,Tōa-tō͘-lō͘ 1-tōaⁿ,大度路一段,Tuā-tōo-lōo 1-tuānn
大度路二段,Tōa-tō͘-lō͘ 2-tōaⁿ,大度路二段,Tuā-tōo-lōo 2-tuānn
大度路三段,Tōa-tō͘-lō͘ 3-tōaⁿ,,Tuā-tōo-lōo 3-tuānn
大埔街,Tōa-po͘-koe,大埔街,tuā-poo-kue
大業路自行車道,Tāi-gia̍p-lō͘-thih-bé-tō,,
大業隧道,Tāi-gia̍p-pōng-khang,,
大經橋,Tōa-keng-kiô,,
大漢溪右岸自行車道,Tōa-hàn-khoe Iū-hōaⁿ Thih-bé-tō,大漢溪右岸鐵馬道,Tuā-hàn-khue Iū-huānn Thih-bé-tō
小椰林道,Sió-iâ-nâ-tō,小椰林道,Sió-iâ-nâ-tō
中山一路,Tiong-san 1-lō͘,中山一路,Tiong-san 1-lōo
中山二路,Tiong-san 2-lō͘,中山二路,Tiong-san 2-lōo
中山北路一段,Tiong-san-pak-lō͘-1-tōaⁿ,,Tiong-san-pak-lōo-1-tuānn
中山北路七段,Tiong-san-pak-lō͘-7-tōaⁿ,,Tiong-san-pak-lōo-7-tuānn
中山北路二段,Tiong-san-pak-lō͘-2-tōaⁿ,,Tiong-san-pak-lōo-2-tuānn
中山北路三段,Tiong-san-pak-lō͘-3-tōaⁿ,,Tiong-san-pak-lōo-3-tuānn
中山北路五段,Tiong-san-pak-lō͘-5-tōaⁿ,,Tiong-san-pak-lōo-5-tuānn
中山北路六段,Tiong-san-pak-lō͘-6-tōaⁿ,,Tiong-san-pak-lōo-6-tuānn
中山北路四段,Tiong-san-pak-lō͘-4-tōaⁿ,,Tiong-san-pak-lōo-4-tuānn
中山南路,Tiong-san-lâm-lō͘,,Tiong-san-lâm-lōo
中山高速公路,Tiong-san-ko-sok-kong-lō͘,,Tiong-san-ko-sok-kong-lōo
中山堂廣場,Tiong-san-tn̂g-tiâⁿ,中山堂埕,Tiong-san-tn̂g-tiânn
中山路一段,Tiong-san-lō͘ 1-tōaⁿ,中山路一段,Tiong-san-lōo 1-tuānn
中山路二段,Tiong-san-lō͘ 2-tōaⁿ,中山路二段,Tiong-san-lōo 2-tuānn
中山路二段,Tiong-san-lō͘ 2-tōaⁿ,中山路二段,Tiong-san-lōo 2-tuānn
中山路三段,Tiong-san-lō͘ 3-tōaⁿ,中山路三段,Tiong-san-lōo 3-tuānn
中山橋,Tiong-san-kiô,,
中央北路一段,Tiong-iang-pak-lō͘-1-tōaⁿ,,Tiong-iang-pak-lōo-it-tuānn
中央北路二段,Tiong-iang-pak-lō͘-2-tōaⁿ,,Tiong-iang-pak-lōo-jī-tuānn
中央北路三段,Tiong-iang-pak-lō͘-3-tōaⁿ,,Tiong-iang-pak-lōo-sann-tuānn
中央北路四段,Tiong-iang-pak-lō͘-4-tōaⁿ,,Tiong-iang-pak-lōo-sì-tuānn
中央南路一段,Tiong-iang-lâm-lō͘-1-tōaⁿ,,Tiong-iang-lâm-lōo-it-tuānn
中央南路二段,Tiong-iang-lâm-lō͘-2-tōaⁿ,,Tiong-iang-lâm-lōo-jī-tuānn
中央路,Tiong-iong-lō͘,中央路,Tiong-iong-lōo
中央路一段,Tiong-iong-lō͘ 1-tōaⁿ,中央路一段,Tiong-iong-lōo 1-tuānn
中央路二段,Tiong-iong-lō͘ 2-tōaⁿ,中央路二段,Tiong-iong-lōo 2-tuānn
中央路二段,Tiong-iong-lō͘ 2-tōaⁿ,中央路二段,Tiong-iong-lōo 2-tuānn
中央路二段,Tiong-iong-lō͘ 2-tōaⁿ,中央路二段,Tiong-iong-lōo 2-tuānn
中央路三段,Tiong-iong-lō͘ 3-tōaⁿ,中央路三段,Tiong-iong-lōo 3-tuānn
中央路四段,Tiong-iong-lō͘ 4-tōaⁿ,中央路四段,Tiong-iong-lōo 4-tuānn
中正一路,Tiong-chèng 1-lō͘,中正一路,Tiong-tsìng 1-lōo
中正二路,Tiong-chèng 2-lō͘,中正二路,Tiong-tsìng 2-lōo
中正二路,Tiong-chèng 2-lō͘,中正二路,Tiong-tsìng 2-lōo
中正三路,Tiong-chèng 3-lō͘,中正三路,Tiong-tsìng 3-lōo
中正北路,Tiong-chèng-pak-lō͘,中正北路,Tiong-tsìng-pak-lōo
中正東路,Tiong-chèng Tang-lō͘,中正東路,Tiong-tsìng Tang-lōo
中正東路一段,Tiong-chèng Tang-lō͘ 1-tōaⁿ,中正東路一段,Tiong-tsìng Tang-lōo 1-tuānn
中正東路二段,Tiong-chèng Tang-lō͘ 2-tōaⁿ,中正東路二段,Tiong-tsìng Tang-lōo 2-tuānn
中正南路,Tiong-chèng-lâm-lō͘,中正南路,Tiong-tsìng-lâm-lōo
中正街,Tiong-tsìng-ke,,
中正街49巷,Tiong-tsìng-ke 49-hāng,,
中正街49巷31弄,Tiong-tsìng-ke 187-hāng 31-lōng,,
中正路,Tiong-chèng-lō͘,中正路,Tiong-tsìng-lōo
中正路104巷,Tiong-tsìng-ke 104-hāng,,
中正路187巷,Tiong-tsìng-ke 187-hāng,,
中正路201巷,Tiong-tsìng-ke 201-hāng,,
中正路212巷,Tiong-tsìng-ke 212-hāng,,
中正路212巷1弄,Tiong-tsìng-ke 212-hāng,,
中正路212巷2弄,Tiong-tsìng-ke 212-hāng,,
中正路213巷,Tiong-tsìng-ke 213-hāng,,
中正路223巷,Tiong-tsìng-ke 223-hāng,,
中正路235巷,Tiong-tsìng-ke 235-hāng,,
中正路236巷,Tiong-tsìng-ke 236-hāng,,
中正路247巷,Tiong-tsìng-ke 247-hāng,,
中正路305巷,Tiong-tsìng-ke 305-hāng,,
中正路305巷12弄,Tiong-tsìng-ke 305-hāng 12-lōng,,
中正路335巷,Tiong-tsìng-ke 335-hāng,,
中正路335巷6弄,Tiong-tsìng-ke 335-hāng 6-lōng,,
中正路349巷,Tiong-tsìng-ke 349-hāng,,
中正路365巷,Tiong-tsìng-ke 365-hāng,,
中正路399巷,Tiong-tsìng-ke 399-hāng,,
中正路435巷,Tiong-tsìng-ke 435-hāng,,
中正路517巷,Tiong-tsìng-ke 517-hāng,,
中正路625巷,Tiong-tsìng-ke 625-hāng,,
中正路680巷,Tiong-tsìng-ke 680-hāng,,
中正路707巷,Tiong-tsìng-ke 707-hāng,,
中正路721巷,Tiong-chèng-lō͘ 721 hāng,中正路721巷,Tiong-Tsìng-Lōo 721 hāng
中正橋,Tiong-tsìng-kiô,,
中和街,Tiong-hô-ke,,
中和路,Tiong-hô-lō͘,中和路,Tiong-hô-lōo
中和橋,Tiong-hô-kiô,,
中社路一段,Tiong-siā-lō͘ 1-tōaⁿ,中社路一段,Tiong-siā-lōo 1-tuānn
中社路二段,Tiong-siā-lō͘ 2-tōaⁿ,中社路二段,Tiong-siā-lōo 2-tuānn
中原街,Tiong-goân-koe,中原街,Tiong-guân-kue
中華路,Tiong-hôa-lō͘,中華路,Tiong-huâ-lōo
中華路一段,Tiong-hôa-lō͘ 1-tōaⁿ,中華路一段,Tiong-huâ-lōo 1-tuānn
中華路一段13巷,Tiong-hôa-lō͘ 1-tōaⁿ 13-hāng,中華路一段13巷,Tiong-huâ-lōo 1-tuānn 13-hāng
中華路一段1巷,Tiong-hôa-lō͘ 1-tōaⁿ 1-hāng,中華路一段1巷,Tiong-huâ-lōo 1-tuānn 1-hāng
中華路一段21巷,Tiong-hôa-lō͘ 1-tōaⁿ 21-hāng,中華路一段21巷,Tiong-huâ-lōo 1-tuānn 21-hāng
中華路一段21巷7弄,Tiong-hôa-lō͘ 1-tōaⁿ 21-hāng 7-lōng,中華路一段21巷7弄,Tiong-huâ-lōo 1-tuānn 21-hāng 7-lōng
中華路一段81巷,Tiong-hôa-lō͘ 1-tōaⁿ 81-hāng,中華路一段81巷,Tiong-huâ-lōo 1-tuānn 81-hāng
中華路一段85巷,Tiong-hôa-lō͘ 1-tōaⁿ 85-hāng,中華路一段85巷,Tiong-huâ-lōo 1-tuānn 85-hāng
中華路一段91巷,Tiong-hôa-lō͘ 1-tōaⁿ 91-hāng,中華路一段91巷,Tiong-huâ-lōo 1-tuānn 91-hāng
中華路一段95巷,Tiong-hôa-lō͘ 1-tōaⁿ 95-hāng,中華路一段95巷,Tiong-huâ-lōo 1-tuānn 95-hāng
中華路一段9巷,Tiong-hôa-lō͘ 1-tōaⁿ 9-hāng,中華路一段9巷,Tiong-huâ-lōo 1-tuānn 9-hāng
中華路二段,Tiong-hôa-lō͘ 2-tōaⁿ,中華路二段,Tiong-huâ-lōo 2-tuānn
中華路二段107巷,Tiong-hôa-lō͘ 2-tōaⁿ 107-hāng,中華路二段107巷,Tiong-huâ-lōo 2-tuānn 107-hāng
中華路二段109巷,Tiong-hôa-lō͘ 2-tōaⁿ 109-hāng,中華路二段109巷,Tiong-huâ-lōo 2-tuānn 109-hāng
中華路二段111巷,Tiong-hôa-lō͘ 2-tōaⁿ 111-hāng,中華路二段111巷,Tiong-huâ-lōo 2-tuānn 111-hāng
中華路二段113巷,Tiong-hôa-lō͘ 2-tōaⁿ 113-hāng,中華路二段113巷,Tiong-huâ-lōo 2-tuānn 113-hāng
中華路二段130巷,Tiong-hôa-lō͘ 2-tōaⁿ 130-hāng,中華路二段130巷,Tiong-huâ-lōo 2-tuānn 130-hāng
中華路二段163巷,Tiong-hôa-lō͘ 2-tōaⁿ 163-hāng,中華路二段163巷,Tiong-huâ-lōo 2-tuānn 163-hāng
中華路二段39巷,Tiong-hôa-lō͘ 2-tōaⁿ 39-hāng,中華路二段39巷,Tiong-huâ-lōo 2-tuānn 39-hāng
中華路二段75巷,Tiong-hôa-lō͘ 2-tōaⁿ 75-hāng,中華路二段75巷,Tiong-huâ-lōo 2-tuānn 75-hāng
中華路二段75巷1弄,Tiong-hôa-lō͘ 2-tōaⁿ 75-hāng 1-hāng,中華路二段75巷1弄,Tiong-huâ-lōo 2-tuānn 75-hāng 1-hāng
中華路二段81巷,Tiong-hôa-lō͘ 2-tōaⁿ 81-hāng,中華路二段81巷,Tiong-huâ-lōo 2-tuānn 81-hāng
中興路一段,Tiong-heng-lō͘ 1-tōaⁿ,中興路一段,Tiong-hing-lōo 1-tuānn
中興路二段,Tiong-heng-lō͘ 2-tōaⁿ,中興路二段,Tiong-hing-lōo 2-tuānn
中興路三段,Tiong-heng-lō͘ 3-tōaⁿ,中興路三段,Tiong-hing-lōo 3-tuānn
中興橋,Tiong-hing-kiô,,
中興隧道,Tiong-hing-pōng-khang,,
五股楊梅高架道路,Gō͘-kó͘ Iûⁿ-mûi Ko-kè Tō-lō͘,五股楊梅高架道路,Gōo-kóo Iûnn-muî Ko-kè To-lō
五原路,Ngó͘-goân-lō͘,五原路,Ngóo-guân-lōo
五常街,Ngó͘-siông-ke,,Ngóo-siông-ke
仁愛敦南圓環,Jîn-ài-tun-huà-înn-khuân,,
仁愛路一段,Jîn-ài-lō͘-1-tōaⁿ,,Jîn-ài-lōo-1-tuānn
仁愛路二段,Jîn-ài-lō͘-2-tōaⁿ,,Jîn-ài-lōo-2-tuānn
仁愛路四段,Jîn-ài-lō͘-4-tōaⁿ,,Jîn-ài-lōo-4-tuānn
介壽路一段,Kài-siū-lō͘ 1-tōaⁿ,介壽路一段,Kài-siū-lōo 1-tuānn
介壽路二段,Kài-siū-lō͘ 2-tōaⁿ,介壽路二段,Kài-siū-lōo 2-tuānn
介壽路三段,Kài-siū-lō͘ 3-tōaⁿ,介壽路三段,Kài-siū-lōo 3-tuānn
內江街,Lāi-kang-koe,內江街,Lāi-kang-kue
內湖路一段,Lāi-ô͘-lō͘ 1-tōaⁿ,內湖路一段,Lāi-ôo-lōo 1-tuānn
內湖路二段,Lāi-ô͘-lō͘ 2-tōaⁿ,內湖路二段,Lāi-ôo-lōo 2-tuānn
內湖路三段,Lāi-ô͘-lō͘ 3-tōaⁿ,內湖路三段,Lāi-ôo-lōo 3-tuānn
內雙溪橋,Lāi-siang-khe-kiô,,
公正橋,Kong-chèng-kiô,,
公園路,Kong-hn̂g-lō͘,公園路,Kong-hn̂g-lōo
公園路20巷,Kong-hn̂g-lō͘ 20-hāng,公園路20巷,Kong-hn̂g-lōo 20-hāng
公園路28巷,Kong-hn̂g-lō͘ 28-hāng,公園路28巷,Kong-hn̂g-lōo 28-hāng
公園路30巷,Kong-hn̂g-lō͘ 30-hāng,公園路30巷,Kong-hn̂g-lōo 30-hāng
公舘路,Kong-koán-lō͘,,Kong-kuán-lōo
公舘橋,Kong-koán-kiô,,
公館街,Kong-koán-koe,公館街,Kong-kuán-kue
公館街61巷,Kong-koán-koe 61-hāng,公館街61巷,Kong-kuán-kue 61-hāng
公館圓環,Kong-kuán-înn-khuân,,
公館路,Kong-koán-lō͘,,Kong-kuán-lōo
天母橋,Thian-bó-kiô,,
天津街,Thian-tin-koe,天津街,Thian-tin-kue
太原路,Thài-goân-lō͘,太原路,Thài-guân-lōo
文山路一段,Bûn-san-lō͘ 1-tōaⁿ,文山路一段,Bûn-san-lōo 1-tuānn
文山路二段,Bûn-san-lō͘ 2-tōaⁿ,文山路二段,Bûn-san-lōo 2-tuānn
文山路三段,Bûn-san-lō͘ 3-tōaⁿ,文山路三段,Bûn-san-lōo 3-tuānn
文山隧道,Bûn-san Pōng-khang,,Bûn-san Pōng-khang
文中路,Bûn-tiong-lō͘,,Bûn-tiong-lōo
文化三路一段39巷,Bûn-hòa-sam-lō͘-1-tuānn 39-hāng,文化三路一段39巷,Bûn-huà-sam-lо̄o-it-tuānn 39-hāng
文化路一段,Bûn-hòa-lō͘ 1-tōaⁿ,文化路一段,Bûn-huà-lōo 1-tuānn
文化路二段,Bûn-hòa-lō͘ 2-tōaⁿ,文化路二段,Bûn-huà-lōo 2-tuānn
文昌橋,Bûn-chhiong-kiô,,
文林北路,Bûn-lîm-pak-lō͘,文林北路,Bûn-lîm-pak-lōo
文林路,Bûn-lîm-lō͘,文林路,Bûn-lîm-lōo
木柵路一段,Ba̍k-sa-lō͘-1-tōaⁿ,,Ba̍k-sa-lōo-1-tuānn
木柵路二段,Ba̍k-sa-lō͘-2-tōaⁿ,,Ba̍k-sa-lōo-2-tuānn
木柵路三段,Ba̍k-sa-lō͘-3-tōaⁿ,,Ba̍k-sa-lōo-3-tuānn
木柵路五段,Ba̍k-sa-lō͘-5-tōaⁿ,,Ba̍k-sa-lōo-5-tuānn
木柵路四段,Ba̍k-sa-lō͘-4-tōaⁿ,,Ba̍k-sa-lōo-4-tuānn
木新路一段,Ba̍k-sin-lō͘ 1-tōaⁿ,木新路一段,Ba̍k-sìn-lōo 1-tuānn
木新路二段,Ba̍k-sin-lō͘ 2-tōaⁿ,木新路二段,Ba̍k-sìn-lōo 2-tuānn
木新路三段,Ba̍k-sin-lō͘ 3-tōaⁿ,木新路三段,Ba̍k-sìn-lōo 3-tuānn
水杉道,Chúi-sam-tō,水杉道,Tsuí-sam-tō
水源快速道路,Chúi-goân Khoài-sok Tō-lō͘,,Tsuí-guân Khuài-sok Tō-lōo
水源街,Tsuí-guân-ke,,Tsuí-guân-ke
水源路,Chúi-goân-lō͘,水源路,Tsuí-guân-lōo
水源路25巷,Chúi-goân-lō͘ 25-hāng,水源路25巷,Tsuí-guân-lōo 25-hāng
水源路27巷,Chúi-goân-lō͘ 27-hāng,水源路27巷,Tsuí-guân-lōo 27-hāng
水源路29巷,Chúi-goân-lō͘ 29-hāng,水源路29巷,Tsuí-guân-lōo 29-hāng
水源路31巷,Chúi-goân-lō͘ 31-hāng,水源路31巷,Tsuí-guân-lōo 31-hāng
水源路33巷,Chúi-goân-lō͘ 33-hāng,水源路33巷,Tsuí-guân-lōo 33-hāng
水源路35巷,Chúi-goân-lō͘ 35-hāng,水源路35巷,Tsuí-guân-lōo 35-hāng
仙岩路,Sian-giâm-lō͘,仙岩路,Sian-giâm-lōo
北山大橋,Pak-soaⁿ Tōa-kiô,北山大橋,Pak-suann Tuā-kiô
北平西路,Pak-pêng-sai-lō͘,,Pak-pîng-sai-lōo
北平東路,Pak-pêng Tang-lō͘,北平東路,Pak-pîng Tang-lōo
北安路,Pak-an-lō͘,北安路,Pak-an-lōo
北安路554巷,Pak-an-lō͘ 554-hāng,北安路554巷,Pak-an-lōo 554-hāng
北安路554巷8弄,Pak-an-lō͘ 554-hāng 8-lōng,北安路554巷8弄,Pak-an-lōo 554-hāng 8-lōng
北安路588巷30弄,Pak-an-lō͘ 554-hāng 30-lōng,北安路588巷30弄,Pak-an-lōo 588-hāng 30-lōng
北宜路一段,Pak-gî-lō͘-1-tōaⁿ,,Pak-gî-lōo-it-tuānn
北宜路七段,Pak-gî-lō͘-7-tōaⁿ,,Pak-gî-lōo-tshit-tuānn
北宜路九段,Pak-gî-lō͘-9-tōaⁿ,,Pak-gî-lōo-káu-tuānn
北宜路二段,Pak-gî-lō͘-2-tōaⁿ,,Pak-gî-lōo-jī-tuānn
北宜路八段,Pak-gî-lō͘-8-tōaⁿ,,Pak-gî-lōo-pueh-tuānn
北宜路三段,Pak-gî-lō͘-3-tōaⁿ,,Pak-gî-lōo-sann-tuānn
北宜路五段,Pak-gî-lō͘-5-tōaⁿ,,Pak-gî-lōo-gōo-tuānn
北宜路六段,Pak-gî-lō͘-6-tōaⁿ,,Pak-gî-lōo-la̍k-tuānn
北宜路四段,Pak-gî-lō͘-4-tōaⁿ,,Pak-gî-lōo-sì-tuānn
北深路一段,Pak-chhim-lō͘ 1-tōaⁿ,北深路一段,Pak-tshim-lōo 1-tuānn
北深路二段,Pak-chhim-lō͘ 2-tōaⁿ,北深路二段,Pak-tshim-lōo 2-tuānn
北深路三段,Pak-chhim-lō͘ 3-tōaⁿ,北深路三段,Pak-tshim-lōo 3-tuānn
北新路一段,Pak-sin-lō͘-1-tōaⁿ,,Pak-sin-lōo-1-tuānn
北新路二段,Pak-sin-lō͘-2-tōaⁿ,,Pak-sin-lōo-2-tuānn
北新路三段,Pak-sin-lō͘-3-tōaⁿ,,Pak-sin-lōo-3-tuānn
北新橋,Pak-sin-kiô,,Pak-sin-kiô
台一線高架道路,Tâi-it-sòaⁿ Ko-kè Tō-lō͘,台一線高架道路,Tâi-it-suànn Ko-kè Tō-lōo
台北一號隧道,Tâi-pak 1-hō Pōng-khang,台北一號磅空,Tâi-pak 1-hō Pōng-khang
台北二號隧道,Tâi-pak 2-hō Pōng-khang,台北二號磅空,Tâi-pak 2-hō Pōng-khang
台北大橋,Tâi-pak-tuā-kiô,,
台北聯絡線,Tâi-pak Liân-lo̍k-sòaⁿ,台北聯絡線,Tâi-pak Liân-lo̍k-suànn
四川路一段,Sù-chhoan-lō͘ 1-tōaⁿ,四川路一段,Sù-tshuan-lōo 1-tuānn
四川路二段,Sù-chhoan-lō͘ 2-tōaⁿ,四川路二段,Sù-tshuan-lōo 2-tuānn
四維路,Sù-ûi-lō͘,四維路,Sù-uî-lōo
外雙溪橋,Gōa-siang-khe-kiô,,
市民大道一段,Chhī-bîn Tāi-tō 1-tōaⁿ,市民大道一段,Tshī-bîn Tāi-tō 1-tuānn
市民大道七段,Chhī-bîn Tāi-tō 7-tōaⁿ,市民大道七段,Tshī-bîn Tāi-tō 7-tuānn
市民大道二段,Chhī-bîn Tāi-tō 2-tōaⁿ,市民大道二段,Tshī-bîn Tāi-tō 2-tuānn
市民大道八段,Chhī-bîn Tāi-tō 8-tōaⁿ,市民大道八段,Kim-siânn-lōo 8-tuānn
市民大道三段,Chhī-bîn Tāi-tō 3-tōaⁿ,市民大道三段,Tshī-bîn Tāi-tō 3-tuānn
市民大道五段,Chhī-bîn Tāi-tō 5-tōaⁿ,市民大道五段,Tshī-bîn Tāi-tō 5-tuānn
市民大道六段,Chhī-bîn Tāi-tō 6-tōaⁿ,市民大道六段,Tshī-bîn Tāi-tō 6-tuānn
市民大道四段,Chhī-bîn Tāi-tō 4-tōaⁿ,市民大道四段,Tshī-bîn Tāi-tō 4-tuānn
市民大道高架道路,Chhī-bîn Tāi-tō Ko-kè Tō-lō͘,市民大道高架道路,Tshī-bîn Tāi-tō Ko-kè Tō-lōo
市府路,Chhī-hú-lō͘,市府路,Tshī-hú-lōo
民生西路,Bîn-seng Se-lō͘,民生西路,Bîn-sing Se-lōo
民生東路一段,Bîn-seng Tang-lō͘ 1-tōaⁿ,民生東路一段,Bîn-sing Tang-lōo 1-tuānn
民生東路二段,Bîn-seng Tang-lō͘ 2-tōaⁿ,民生東路二段,Bîn-sing Tang-lōo 2-tuānn
民生東路三段,Bîn-seng Tang-lō͘ 3-tōaⁿ,民生東路三段,Bîn-sing Tang-lōo 3-tuānn
民生東路五段,Bîn-seng Tang-lō͘ 5-tōaⁿ,民生東路五段,Bîn-sing Tang-lōo 5-tuānn
民生東路四段,Bîn-seng Tang-lō͘ 4-tōaⁿ,民生東路四段,Bîn-sing Tang-lōo 4-tuānn
民族西路,Bîn-cho̍k Se-lō͘,民族西路,Bîn-tso̍k Se-lōo
民族東路,Bîn-cho̍k Tang-lō͘,民族東路,Bîn-tso̍k Tang-lōo
民族路,Bîn-cho̍k-lō͘,民族路,Bîn-tso̍k-lōo
民樂街,Bîn-lo̍k-ke,,
民權大橋,Bîn-kuân-tuā-kiô,,
民權西路,Bîn-koân Se-lō͘,,Bîn-kuân Se-lōo
民權東路一段,Bîn-khoân Tang-lō͘ 1-tōaⁿ,民權東路一段,Bîn-khuân Tang-lōo 1-tuānn
民權東路二段,Bîn-khoân Tang-lō͘ 2-tōaⁿ,民權東路二段,Bîn-khuân Tang-lōo 2-tuānn
民權東路三段,Bîn-khoân Tang-lō͘ 3-tōaⁿ,民權東路三段,Bîn-khuân Tang-lōo 3-tuānn
民權東路五段,Bîn-khoân Tang-lō͘ 5-tōaⁿ,民權東路五段,Bîn-khuân Tang-lōo 5-tuānn
民權東路六段,Bîn-khoân Tang-lō͘ 6-tōaⁿ,民權東路六段,Bîn-khuân Tang-lōo 6-tuānn
民權東路四段,Bîn-khoân Tang-lō͘ 4-tōaⁿ,民權東路四段,Bîn-khuân Tang-lōo 4-tuānn
民權路,Bîn-khoân-lō͘,民權路,Bîn-khuân-lōo
永公路,Éng-kong-lō͘,,
永公橋,Éng-kong-kiô,,
永吉路,Éng-kiat-lō͘,永吉路,Íng-kiat-lōo
永和路一段,Éng-hô-lō͘ 1-tōaⁿ,永和路一段,Íng-hô-lōo 1-tuānn
永和路二段,Éng-hô-lō͘ 2-tōaⁿ,永和路二段,Íng-hô-lōo 2-tuānn
永和橋,Íng-hô-kiô,,
永春街,Éng-chhun-koe,永春街,Íng-tshun-kue
永春街131巷,Éng-chhun-koe 131-hāng,永春街131巷,Íng-tshun-kue 131-hāng
永春街163巷,Éng-chhun-koe 163-hāng,永春街163巷,Íng-tshun-kue 163-hāng
永春街169巷,Éng-chhun-koe 169-hāng,永春街169巷,Íng-tshun-kue 169-hāng
永春街173巷,Éng-chhun-koe 173-hāng,永春街173巷,Íng-tshun-kue 173-hāng
永春街200巷,Éng-chhun-koe 200-hāng,永春街200巷,Íng-tshun-kue 200-hāng
永春街200巷3弄,Éng-chhun-koe 200-hāng 3-lōng,永春街200巷3弄,Íng-tshun-kue 200-hāng 3-lōng
永春街212巷,Éng-chhun-koe 212-hāng,永春街212巷,Íng-tshun-kue 212-hāng
永春街212巷17弄,Éng-chhun-koe 212-hāng 17-lōng,永春街212巷17弄,Íng-tshun-kue 212-hāng 17-lōng
永春街240巷,Éng-chhun-koe 240-hāng,永春街240巷,Íng-tshun-kue 240-hāng
永春街248巷,Éng-chhun-koe 248-hāng,永春街248巷,Íng-tshun-kue 248-hāng
永春街254巷,Éng-chhun-koe 254-hāng,永春街254巷,Íng-tshun-kue 254-hāng
永春街280巷,Éng-chhun-koe 280-hāng,永春街280巷,Íng-tshun-kue 280-hāng
永春街306巷,Éng-chhun-koe 306-hāng,永春街306巷,Íng-tshun-kue 306-hāng
永春橋,Éng-chhun-kiô,,
永綏街,Éng-sui-koe,永綏街,Íng-sui-kue
永福街,Éng-hok-koe,永福街,Íng-hok-kue
永福橋,Éng-hok-kiô,,Íng-hok-kiô
汀州路一段,Teng-chiu-lō͘ 1-tōaⁿ,汀州路一段,Ting-tsiu-lōo 1-tuānn
汀州路二段,Teng-chiu-lō͘ 2-tōaⁿ,汀州路二段,Ting-tsiu-lōo 2-tuānn
汀州路二段127巷,Teng-chiu-lō͘ 2-tōaⁿ 127-hāng,汀州路二段127巷,Ting-tsiu-lōo 2-tuānn 127-hāng
汀州路二段133巷,Teng-chiu-lō͘ 2-tōaⁿ 133-hāng,汀州路二段133巷,Ting-tsiu-lōo 2-tuānn 133-hāng
汀州路二段178巷,Teng-chiu-lō͘ 2-tōaⁿ 178-hāng,汀州路二段178巷,Ting-tsiu-lōo 2-tuānn 178-hāng
汀州路二段201巷,Teng-chiu-lō͘ 2-tōaⁿ 201-hāng,汀州路二段201巷,Ting-tsiu-lōo 2-tuānn 201-hāng
汀州路二段255巷,Teng-chiu-lō͘ 2-tōaⁿ 255-hāng,汀州路二段255巷,Ting-tsiu-lōo 2-tuānn 255-hāng
汀州路二段255巷12弄,Teng-chiu-lō͘ 2-tōaⁿ 255-hāng 12-lōng,汀州路二段255巷12弄,Ting-tsiu-lōo 2-tuānn 255-hāng 12-lōng
汀州路三段,Teng-chiu-koe 3-tōaⁿ,汀州路三段,Ting-tsiu-kue 3-tuānn
