name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
下溪墘,下溪墘,Hā-khue-kînn,Téng-khoe-kîⁿ,下溪墘,Hā-khue-kînn | Téng-khoe-kîⁿ,下溪墘（Hā-khue-kînn | Téng-khoe-kîⁿ）,FALSE
下路巷,下路巷,Ē-lōo-hāng,Ē-lō͘-hāng,下路巷,Ē-lōo-hāng | Ē-lō͘-hāng,下路巷（Ē-lōo-hāng | Ē-lō͘-hāng）,FALSE
下朥胥,,,Ē-lau-su,下朥胥,Ē-lau-su,下朥胥（Ē-lau-su）,FALSE
下營區,,,Ē-iâⁿ-khu,下營區,Ē-iâⁿ-khu,下營區（Ē-iâⁿ-khu）,FALSE
千甲,千甲,Tshian-kah,Chhian-kah,千甲,Tshian-kah | Chhian-kah,千甲（Tshian-kah | Chhian-kah）,FALSE
口埤,,,Kháu-pi,口埤,Kháu-pi,口埤（Kháu-pi）,FALSE
口湖鄉,,,Kháu-ô͘-hiong,口湖鄉,Kháu-ô͘-hiong,口湖鄉（Kháu-ô͘-hiong）,FALSE
土地公坡,土地公坡,Thóo-tē-kong-pho,Thó͘-tē-kong-pho,土地公坡,Thóo-tē-kong-pho | Thó͘-tē-kong-pho,土地公坡（Thóo-tē-kong-pho | Thó͘-tē-kong-pho）,FALSE
土城,土城,Thóo-siânn,Thó͘-siâⁿ,土城,Thóo-siânn | Thó͘-siâⁿ,土城（Thóo-siânn | Thó͘-siâⁿ）,FALSE
土城青年住宅,土城青年住宅,Thôo-siânn Tshing-liân Tsū-the̍h,Thó͘-siâⁿ Chheng-liân Chū-the̍h,土城青年住宅,Thôo-siânn Tshing-liân Tsū-the̍h | Thó͘-siâⁿ Chheng-liân Chū-the̍h,土城青年住宅（Thôo-siânn Tshing-liân Tsū-the̍h | Thó͘-siâⁿ Chheng-liân Chū-the̍h）,FALSE
土城區,土城區,Thôo-siânn-khu,Thô͘-siâⁿ-khu,土城區,Thôo-siânn-khu | Thô͘-siâⁿ-khu,土城區（Thôo-siânn-khu | Thô͘-siâⁿ-khu）,FALSE
土城國小,土城國小,Thôo-siânn-kok-sió,Thó͘-siâⁿ Kok-sió,土城國小,Thôo-siânn-kok-sió | Thó͘-siâⁿ Kok-sió,土城國小（Thôo-siânn-kok-sió | Thó͘-siâⁿ Kok-sió）,FALSE
土庫鎮,,,Thô͘-khò͘-tìn,土庫鎮,Thô͘-khò͘-tìn,土庫鎮（Thô͘-khò͘-tìn）,FALSE
,士林,Sū-lîm,,士林,Sū-lîm,士林（Sū-lîm）,FALSE
士林官邸公園,士林公館公園,Sū-lîm Kong-kuán Kong-hn̂g,Sū-lîm Kong-koán Kong-hn̂g,士林公館公園,Sū-lîm Kong-kuán Kong-hn̂g | Sū-lîm Kong-koán Kong-hn̂g,士林公館公園（Sū-lîm Kong-kuán Kong-hn̂g | Sū-lîm Kong-koán Kong-hn̂g）,FALSE
士林區,,,Sū-lîm-khu,士林區,Sū-lîm-khu,士林區（Sū-lîm-khu）,FALSE
士林橋,,,Sū-lîm-kiô,士林橋,Sū-lîm-kiô,士林橋（Sū-lîm-kiô）,FALSE
大山,大山跤,Tuā-suann-kha,Tōa-soaⁿ-kha,大山跤,Tuā-suann-kha | Tōa-soaⁿ-kha,大山跤（Tuā-suann-kha | Tōa-soaⁿ-kha）,FALSE
大元國小,大元國小,Tuā-guân Kok-sió,Tōa-goân Kok-sió,大元國小,Tuā-guân Kok-sió | Tōa-goân Kok-sió,大元國小（Tuā-guân Kok-sió | Tōa-goân Kok-sió）,FALSE
大內區,,,Toā-lāi-khu,大內區,Toā-lāi-khu,大內區（Toā-lāi-khu）,FALSE
大屯橋,,,Tōa-tūn-kiô,大屯橋,Tōa-tūn-kiô,大屯橋（Tōa-tūn-kiô）,FALSE
大甲,大甲,Tāi-kah,Tāi-kah,大甲,Tāi-kah,大甲（Tāi-kah）,FALSE
大甲區,,,Tāi-kah-khu,大甲區,Tāi-kah-khu,大甲區（Tāi-kah-khu）,FALSE
大甲溪,大甲溪,Tāi-kah-khe,Tāi-kah-khe,大甲溪,Tāi-kah-khe,大甲溪（Tāi-kah-khe）,FALSE
大同公園,大同公園,Tāi-tông Kong-hn̂g,Tāi-tông Kong-hn̂g,大同公園,Tāi-tông Kong-hn̂g,大同公園（Tāi-tông Kong-hn̂g）,FALSE
大同區,,,Tāi-tông-khu,大同區,Tāi-tông-khu,大同區（Tāi-tông-khu）,FALSE
大同國小,大同國小,Tuā-tông Kok-sió,Tōa-tông Kok-sió,大同國小,Tuā-tông Kok-sió | Tōa-tông Kok-sió,大同國小（Tuā-tông Kok-sió | Tōa-tông Kok-sió）,FALSE
大同莊園,大同莊園,Tuā-tông Tsng-hn̂g,Tōa-tông Chng-hn̂g,大同莊園,Tuā-tông Tsng-hn̂g | Tōa-tông Chng-hn̂g,大同莊園（Tuā-tông Tsng-hn̂g | Tōa-tông Chng-hn̂g）,FALSE
大同鄉,,,Tāi-tông-hiong,大同鄉,Tāi-tông-hiong,大同鄉（Tāi-tông-hiong）,FALSE
大圳嘏,大圳嘏,Tuā-tsùn-kóo,Tōa-chùn-kó͘,大圳嘏,Tuā-tsùn-kóo | Tōa-chùn-kó͘,大圳嘏（Tuā-tsùn-kóo | Tōa-chùn-kó͘）,FALSE
,大安,Tāi-an,,大安,Tāi-an,大安（Tāi-an）,FALSE
大安區,大安區,Tāi-an-khu,Tāi-an-khu,大安區,Tāi-an-khu,大安區（Tāi-an-khu）,FALSE
大安國中,大安國中,Tāi-an Kok-tiong,Tāi-an Kok-tiong,大安國中,Tāi-an Kok-tiong,大安國中（Tāi-an Kok-tiong）,FALSE
大安森林公園,大安森林公園,Tāi-an Sim-lîm Kong-hn̂g,,大安森林公園,Tāi-an Sim-lîm Kong-hn̂g,大安森林公園（Tāi-an Sim-lîm Kong-hn̂g）,FALSE
大安森林公園,,Tāi-an-sim-lîm-kong-hn̂g,Tāi-an-sim-lîm-kong-hn̂g,大安森林公園,Tāi-an-sim-lîm-kong-hn̂g,大安森林公園（Tāi-an-sim-lîm-kong-hn̂g）,FALSE
大安溪,大安溪,Tāi-an-khe,Tāi-an-khe,大安溪,Tāi-an-khe,大安溪（Tāi-an-khe）,FALSE
大安路一段,大安路一段,Tāi-an-lōo 1-tuānn,Tāi-an-lō͘ 1-tōaⁿ,大安路一段,Tāi-an-lōo 1-tuānn | Tāi-an-lō͘ 1-tōaⁿ,大安路一段（Tāi-an-lōo 1-tuānn | Tāi-an-lō͘ 1-tōaⁿ）,TRUE
大安路一段51巷,大安路一段51巷,Tāi-an-lōo 1-tuānn 51-hāng,Tāi-an-lō͘ 1-tōaⁿ 51-hāng,大安路一段51巷,Tāi-an-lōo 1-tuānn 51-hāng | Tāi-an-lō͘ 1-tōaⁿ 51-hāng,大安路一段51巷（Tāi-an-lōo 1-tuānn 51-hāng | Tāi-an-lō͘ 1-tōaⁿ 51-hāng）,TRUE
大有國小,大有國小,Tāi-ū Kok-sió,Tāi-ū Kok-sió,大有國小,Tāi-ū Kok-sió,大有國小（Tāi-ū Kok-sió）,FALSE
大池國小,,Tuā-tî-kok-sió,Tōa-tî-kok-sió,大池國小,Tuā-tî-kok-sió | Tōa-tî-kok-sió,大池國小（Tuā-tî-kok-sió | Tōa-tî-kok-sió）,FALSE
大坑,大坑,Tuā-khinn,Tōa-khiⁿ,大坑,Tuā-khinn | Tōa-khiⁿ,大坑（Tuā-khinn | Tōa-khiⁿ）,FALSE
大我新舍,大我新舍,Tāi-ngóo Sin-siā,Tāi-ngó͘ Sin-siā,大我新舍,Tāi-ngóo Sin-siā | Tāi-ngó͘ Sin-siā,大我新舍（Tāi-ngóo Sin-siā | Tāi-ngó͘ Sin-siā）,FALSE
大村,大村,Tāi-tshuan,Tāi-chhoan,大村,Tāi-tshuan | Tāi-chhoan,大村（Tāi-tshuan | Tāi-chhoan）,FALSE
大村鄉,,,Tāi-chhoan-hiong,大村鄉,Tāi-chhoan-hiong,大村鄉（Tāi-chhoan-hiong）,FALSE
大肚,大肚,Tuā-tōo,Tōa-tō͘,大肚,Tuā-tōo | Tōa-tō͘,大肚（Tuā-tōo | Tōa-tō͘）,FALSE
大肚區,,,Toā-tō͘-khu,大肚區,Toā-tō͘-khu,大肚區（Toā-tō͘-khu）,FALSE
大里,大里,Tāi-lí,Tāi-lí,大里,Tāi-lí,大里（Tāi-lí）,FALSE
大里區,,,Tāi-lí-khu,大里區,Tāi-lí-khu,大里區（Tāi-lí-khu）,FALSE
大里溪,大里溪,Tāi-lí-khe,Tāi-lí-khe,大里溪,Tāi-lí-khe,大里溪（Tāi-lí-khe）,FALSE
大和園,大和園,Tuā-hô-hn̂g,Tōa-hô-hn̂g,大和園,Tuā-hô-hn̂g | Tōa-hô-hn̂g,大和園（Tuā-hô-hn̂g | Tōa-hô-hn̂g）,FALSE
大坡,大坡,Tuā-pho,Tōa-pho,大坡,Tuā-pho | Tōa-pho,大坡（Tuā-pho | Tōa-pho）,FALSE
大坪林,,Tuā-pênn-nâ,Tōa-pêⁿ-nâ,大坪林,Tuā-pênn-nâ | Tōa-pêⁿ-nâ,大坪林（Tuā-pênn-nâ | Tōa-pêⁿ-nâ）,FALSE
大坪林,大坪林,Tuā-pînn-nâ,,大坪林,Tuā-pînn-nâ,大坪林（Tuā-pînn-nâ）,FALSE
大坪頂,大坪頂,Tuā-pênn-tíng,Tōa-pêⁿ-téng,大坪頂,Tuā-pênn-tíng | Tōa-pêⁿ-téng,大坪頂（Tuā-pênn-tíng | Tōa-pêⁿ-téng）,FALSE
大坵村,大坵村,Tuā-khiu-tshun,Tōa-khiu-chhun,大坵村,Tuā-khiu-tshun | Tōa-khiu-chhun,大坵村（Tuā-khiu-tshun | Tōa-khiu-chhun）,FALSE
大坵園,大坵園,Tuā-khu-hn̂g,Tōa-khu-hn̂g,大坵園,Tuā-khu-hn̂g | Tōa-khu-hn̂g,大坵園（Tuā-khu-hn̂g | Tōa-khu-hn̂g）,FALSE
,大東,Tāi-tang,,大東,Tāi-tang,大東（Tāi-tang）,FALSE
大林,大林,Tuā-nâ,Tōa-nâ,大林,Tuā-nâ | Tōa-nâ,大林（Tuā-nâ | Tōa-nâ）,FALSE
大林鎮,,,Tōa-nâ-tìn,大林鎮,Tōa-nâ-tìn,大林鎮（Tōa-nâ-tìn）,FALSE
大武,大武,Tāi-bú,Tāi-bú,大武,Tāi-bú,大武（Tāi-bú）,FALSE
大武鄉,,,Tāi-bú-hiong,大武鄉,Tāi-bú-hiong,大武鄉（Tāi-bú-hiong）,FALSE
大直,,,Tuā-ti̍t,大直,Tuā-ti̍t,大直（Tuā-ti̍t）,FALSE
大直公園,,,Tāi-ti̍t-kong-hn̂g,大直公園,Tāi-ti̍t-kong-hn̂g,大直公園（Tāi-ti̍t-kong-hn̂g）,FALSE
大直高中,大直高中,Tuā-tit Ko-tiong,Tōa-ti̍t Ko-tiong,大直高中,Tuā-tit Ko-tiong | Tōa-ti̍t Ko-tiong,大直高中（Tuā-tit Ko-tiong | Tōa-ti̍t Ko-tiong）,FALSE
大直街,,,Tāi-ti̍t-ke,大直街,Tāi-ti̍t-ke,大直街（Tāi-ti̍t-ke）,FALSE
大社區,,,Tōa-siā-khu,大社區,Tōa-siā-khu,大社區（Tōa-siā-khu）,FALSE
大城鄉,,,Toā-siâⁿ-hiong,大城鄉,Toā-siâⁿ-hiong,大城鄉（Toā-siâⁿ-hiong）,FALSE
大度路,,Tuā-tōo-lōo,Tōa-tō͘-lō͘,大度路,Tuā-tōo-lōo | Tōa-tō͘-lō͘,大度路（Tuā-tōo-lōo | Tōa-tō͘-lō͘）,FALSE
大度路一段,大度路一段,Tuā-tōo-lōo 1-tuānn,Tōa-tō͘-lō͘ 1-tōaⁿ,大度路一段,Tuā-tōo-lōo 1-tuānn | Tōa-tō͘-lō͘ 1-tōaⁿ,大度路一段（Tuā-tōo-lōo 1-tuānn | Tōa-tō͘-lō͘ 1-tōaⁿ）,TRUE
大度路二段,大度路二段,Tuā-tōo-lōo 2-tuānn,Tōa-tō͘-lō͘ 2-tōaⁿ,大度路二段,Tuā-tōo-lōo 2-tuānn | Tōa-tō͘-lō͘ 2-tōaⁿ,大度路二段（Tuā-tōo-lōo 2-tuānn | Tōa-tō͘-lō͘ 2-tōaⁿ）,TRUE
大度路三段,,Tuā-tōo-lōo 3-tuānn,Tōa-tō͘-lō͘ 3-tōaⁿ,大度路三段,Tuā-tōo-lōo 3-tuānn | Tōa-tō͘-lō͘ 3-tōaⁿ,大度路三段（Tuā-tōo-lōo 3-tuānn | Tōa-tō͘-lō͘ 3-tōaⁿ）,TRUE
大竿林,大竿林,Tuā-kuann-nâ,Tōa-koaⁿ-nâ,大竿林,Tuā-kuann-nâ | Tōa-koaⁿ-nâ,大竿林（Tuā-kuann-nâ | Tōa-koaⁿ-nâ）,FALSE
大厝坑,大厝坑,Tuā-tshù-khenn,Tōa-chhù-kheⁿ,大厝坑,Tuā-tshù-khenn | Tōa-chhù-kheⁿ,大厝坑（Tuā-tshù-khenn | Tōa-chhù-kheⁿ）,FALSE
大埔,大埔,Tuā-poo,Tōa-po͘,大埔,Tuā-poo | Tōa-po͘,大埔（Tuā-poo | Tōa-po͘）,FALSE
大埔街,大埔街,tuā-poo-kue,Tōa-po͘-koe,大埔街,tuā-poo-kue | Tōa-po͘-koe,大埔街（tuā-poo-kue | Tōa-po͘-koe）,FALSE
大埔鄉,,,Tōa-po͘-hiong,大埔鄉,Tōa-po͘-hiong,大埔鄉（Tōa-po͘-hiong）,FALSE
大埤國小,,,Tuā-pi-kok-sió,大埤國小,Tuā-pi-kok-sió,大埤國小（Tuā-pi-kok-sió）,FALSE
大埤鄉,,,Toā-pi-hiong,大埤鄉,Toā-pi-hiong,大埤鄉（Toā-pi-hiong）,FALSE
大莊子,,,Tuā-tsng-á,大莊子,Tuā-tsng-á,大莊子（Tuā-tsng-á）,FALSE
大港埔,,Tuā-káng-poo,Tōa-káng-po͘,大港埔,Tuā-káng-poo | Tōa-káng-po͘,大港埔（Tuā-káng-poo | Tōa-káng-po͘）,FALSE
大湖,大湖,Tuā-ôo,Tōa-ô͘,大湖,Tuā-ôo | Tōa-ô͘,大湖（Tuā-ôo | Tōa-ô͘）,FALSE
,大湖公園,Tuā-ôo Kong-hn̂g,,大湖公園,Tuā-ôo Kong-hn̂g,大湖公園（Tuā-ôo Kong-hn̂g）,FALSE
大湖鄉,,,Tōa-ô͘-hiong,大湖鄉,Tōa-ô͘-hiong,大湖鄉（Tōa-ô͘-hiong）,FALSE
大湳公園,大湳公園,Tuā-lâm Kong-hn̂g,Tōa-lâm Kong-hn̂g,大湳公園,Tuā-lâm Kong-hn̂g | Tōa-lâm Kong-hn̂g,大湳公園（Tuā-lâm Kong-hn̂g | Tōa-lâm Kong-hn̂g）,FALSE
大湳坑,大湳坑,Tuā-lâm-khenn,Tōa-lâm-kheⁿ,大湳坑,Tuā-lâm-khenn | Tōa-lâm-kheⁿ,大湳坑（Tuā-lâm-khenn | Tōa-lâm-kheⁿ）,FALSE
大雅區,,,Tāi-ngé-khu,大雅區,Tāi-ngé-khu,大雅區（Tāi-ngé-khu）,FALSE
,大園仔,Tuā-hn̂g-á,,大園仔,Tuā-hn̂g-á,大園仔（Tuā-hn̂g-á）,FALSE
大園區,,,Toā-hn̂g-khu,大園區,Toā-hn̂g-khu,大園區（Toā-hn̂g-khu）,FALSE
大塔悠,大塔悠,Tuā-tah-iu,Tōa-tah-iu,大塔悠,Tuā-tah-iu | Tōa-tah-iu,大塔悠（Tuā-tah-iu | Tōa-tah-iu）,FALSE
大暖坑,大暖坑,Tuā-luán-khinn,Tōa-loán-khiⁿ,大暖坑,Tuā-luán-khinn | Tōa-loán-khiⁿ,大暖坑（Tuā-luán-khinn | Tōa-loán-khiⁿ）,FALSE
大業路自行車道,,,Tāi-gia̍p-lō͘-thih-bé-tō,大業路自行車道,Tāi-gia̍p-lō͘-thih-bé-tō,大業路自行車道（Tāi-gia̍p-lō͘-thih-bé-tō）,FALSE
大業隧道,,,Tāi-gia̍p-pōng-khang,大業隧道,Tāi-gia̍p-pōng-khang,大業隧道（Tāi-gia̍p-pōng-khang）,FALSE
大溪,大溪,Tuā-khe,Tōa-khe,大溪,Tuā-khe | Tōa-khe,大溪（Tuā-khe | Tōa-khe）,FALSE
大溪區,,,Tāi-khe-khu,大溪區,Tāi-khe-khu,大溪區（Tāi-khe-khu）,FALSE
大經橋,,,Tōa-keng-kiô,大經橋,Tōa-keng-kiô,大經橋（Tōa-keng-kiô）,FALSE
大旗尾,大旗尾,Tuā-kî-bué,Tōa-kî-bóe,大旗尾,Tuā-kî-bué | Tōa-kî-bóe,大旗尾（Tuā-kî-bué | Tōa-kî-bóe）,FALSE
大漢技術學院,大漢技術學院,Tāi-hàn-ki-su̍t-ha̍k-īnn,Tāi-hàn Ki-su̍t Ha̍k-īⁿ,大漢技術學院,Tāi-hàn-ki-su̍t-ha̍k-īnn | Tāi-hàn Ki-su̍t Ha̍k-īⁿ,大漢技術學院（Tāi-hàn-ki-su̍t-ha̍k-īnn | Tāi-hàn Ki-su̍t Ha̍k-īⁿ）,FALSE
大漢溪,大漢溪,Tuā-hàn-khe,Tōa-hàn-khoe,大漢溪,Tuā-hàn-khe | Tōa-hàn-khoe,大漢溪（Tuā-hàn-khe | Tōa-hàn-khoe）,FALSE
大漢溪右岸自行車道,大漢溪右岸鐵馬道,Tuā-hàn-khue Iū-huānn Thih-bé-tō,Tōa-hàn-khoe Iū-hōaⁿ Thih-bé-tō,大漢溪右岸鐵馬道,Tuā-hàn-khue Iū-huānn Thih-bé-tō | Tōa-hàn-khoe Iū-hōaⁿ Thih-bé-tō,大漢溪右岸鐵馬道（Tuā-hàn-khue Iū-huānn Thih-bé-tō | Tōa-hàn-khoe Iū-hōaⁿ Thih-bé-tō）,FALSE
,大寮,Tuā-liâu,,大寮,Tuā-liâu,大寮（Tuā-liâu）,FALSE
大寮區,,,Tōa-liâu-khu,大寮區,Tōa-liâu-khu,大寮區（Tōa-liâu-khu）,FALSE
大慶,大慶,Tāi-khìng,Tāi-khèng,大慶,Tāi-khìng | Tāi-khèng,大慶（Tāi-khìng | Tāi-khèng）,FALSE
大稻埕,大稻埕,Tuā-tiū-tiânn,Tōa-tiū-tiâⁿ,大稻埕,Tuā-tiū-tiânn | Tōa-tiū-tiâⁿ,大稻埕（Tuā-tiū-tiânn | Tōa-tiū-tiâⁿ）,FALSE
大學口,大學口,Tāi-ha̍k-kháu,Tāi-ha̍k-kháu,大學口,Tāi-ha̍k-kháu,大學口（Tāi-ha̍k-kháu）,FALSE
大樹區,,,Tōa-chhiū-khu,大樹區,Tōa-chhiū-khu,大樹區（Tōa-chhiū-khu）,FALSE
大樹下,大樹跤,Tuā-tshiū-kha,Tōa-chhiū-kha,大樹跤,Tuā-tshiū-kha | Tōa-chhiū-kha,大樹跤（Tuā-tshiū-kha | Tōa-chhiū-kha）,FALSE
大橋,大橋,Tuā-kiô,Tōa-kiô,大橋,Tuā-kiô | Tōa-kiô,大橋（Tuā-kiô | Tōa-kiô）,FALSE
大橋國小,大橋國小,Tuā-kiô Kok-sió,Tōa-kiô Kok-sió,大橋國小,Tuā-kiô Kok-sió | Tōa-kiô Kok-sió,大橋國小（Tuā-kiô Kok-sió | Tōa-kiô Kok-sió）,FALSE
,大橋頭,Tuā-kiô-thâu,,大橋頭,Tuā-kiô-thâu,大橋頭（Tuā-kiô-thâu）,FALSE
大龍峒,大龍泵,Tuā-lông-pōng,Tōa-lông-pōng,大龍泵,Tuā-lông-pōng | Tōa-lông-pōng,大龍泵（Tuā-lông-pōng | Tōa-lông-pōng）,FALSE
大礁溪,大礁溪,Tuā-ta-khe,Tōa-Ta-khe,大礁溪,Tuā-ta-khe | Tōa-Ta-khe,大礁溪（Tuā-ta-khe | Tōa-Ta-khe）,FALSE
大觀國小,大觀國小,Tāi-kuan Kok-sió,Tāi-koan Kok-sió,大觀國小,Tāi-kuan Kok-sió | Tāi-koan Kok-sió,大觀國小（Tāi-kuan Kok-sió | Tāi-koan Kok-sió）,FALSE
小巨蛋,小巨蛋,Sió-kū-tàn,Sió-kū-tàn,小巨蛋,Sió-kū-tàn,小巨蛋（Sió-kū-tàn）,FALSE
小印尼,小印尼,Sió-Ìn-nî,Sió-Ìn-nî,小印尼,Sió-Ìn-nî,小印尼（Sió-Ìn-nî）,FALSE
小坑,小坑,Sió-khinn,Sió-khiⁿ,小坑,Sió-khinn | Sió-khiⁿ,小坑（Sió-khinn | Sió-khiⁿ）,FALSE
小坑溪,,,Sió-khiⁿ-khe,小坑溪,Sió-khiⁿ-khe,小坑溪（Sió-khiⁿ-khe）,FALSE
小坑頭,小坑頭,Sió-khenn-thâu,Sió-kheⁿ-thâu,小坑頭,Sió-khenn-thâu | Sió-kheⁿ-thâu,小坑頭（Sió-khenn-thâu | Sió-kheⁿ-thâu）,FALSE
小坵村,小坵村,Sió-khiu-tshun,Sió-Khiu-chhun,小坵村,Sió-khiu-tshun | Sió-Khiu-chhun,小坵村（Sió-khiu-tshun | Sió-Khiu-chhun）,FALSE
小南門,小南門,Sió-lâm-mn̂g,Sió-lâm-mn̂g,小南門,Sió-lâm-mn̂g,小南門（Sió-lâm-mn̂g）,FALSE
小埔社,小埔社,Sió-poo-siā,Sió-po͘-siā,小埔社,Sió-poo-siā | Sió-po͘-siā,小埔社（Sió-poo-siā | Sió-po͘-siā）,FALSE
小粗坑,小粗坑,Sió-tshoo-khinn,Sió-chho͘-khiⁿ,小粗坑,Sió-tshoo-khinn | Sió-chho͘-khiⁿ,小粗坑（Sió-tshoo-khinn | Sió-chho͘-khiⁿ）,FALSE
,小港,Sió-káng,,小港,Sió-káng,小港（Sió-káng）,FALSE
小港區,,,Sió-káng-khu,小港區,Sió-káng-khu,小港區（Sió-káng-khu）,FALSE
小港森林公園,,,Sió-káng-sim-lîm-kong-hn̂g,小港森林公園,Sió-káng-sim-lîm-kong-hn̂g,小港森林公園（Sió-káng-sim-lîm-kong-hn̂g）,FALSE
小椰林道,小椰林道,Sió-iâ-nâ-tō,Sió-iâ-nâ-tō,小椰林道,Sió-iâ-nâ-tō,小椰林道（Sió-iâ-nâ-tō）,FALSE
,小碧潭,Sió-phik-thâm,,小碧潭,Sió-phik-thâm,小碧潭（Sió-phik-thâm）,FALSE
小碧潭部落,小碧潭部落,Sió-phik-thâm Pōo-lo̍k,Sió-phek-thâm Pō͘-lo̍k,小碧潭部落,Sió-phik-thâm Pōo-lo̍k | Sió-phek-thâm Pō͘-lo̍k,小碧潭部落（Sió-phik-thâm Pōo-lo̍k | Sió-phek-thâm Pō͘-lo̍k）,FALSE
小寮,小寮,Sió-liâu,Sió-liâu,小寮,Sió-liâu,小寮（Sió-liâu）,FALSE
小礁溪,小礁溪,Sió-ta-khe,Sió-ta-khe,小礁溪,Sió-ta-khe,小礁溪（Sió-ta-khe）,FALSE
山上區,,,San-siōng-khu,山上區,San-siōng-khu,山上區（San-siōng-khu）,FALSE
山水國小,,,Suann-tsuí-kok-sió,山水國小,Suann-tsuí-kok-sió,山水國小（Suann-tsuí-kok-sió）,FALSE
山仔後,山仔後,Suann-á-āu,Soaⁿ-á-āu,山仔後,Suann-á-āu | Soaⁿ-á-āu,山仔後（Suann-á-āu | Soaⁿ-á-āu）,FALSE
山仔頂,,,Suann-á-tíng,山仔頂,Suann-á-tíng,山仔頂（Suann-á-tíng）,FALSE
山佳,山仔跤,Suann-á-kha,Soaⁿ-á-kha,山仔跤,Suann-á-kha | Soaⁿ-á-kha,山仔跤（Suann-á-kha | Soaⁿ-á-kha）,FALSE
山佳國小,山仔跤國小,Suann-á-kha Kok-sió,Soaⁿ-á-kha Kok-sió,山仔跤國小,Suann-á-kha Kok-sió | Soaⁿ-á-kha Kok-sió,山仔跤國小（Suann-á-kha Kok-sió | Soaⁿ-á-kha Kok-sió）,FALSE
山外,山外,Suann-guā,Soaⁿ-gōa,山外,Suann-guā | Soaⁿ-gōa,山外（Suann-guā | Soaⁿ-gōa）,FALSE
山外溪,山外溪,Suann-guā-khue,Soaⁿ-gōa-khoe,山外溪,Suann-guā-khue | Soaⁿ-gōa-khoe,山外溪（Suann-guā-khue | Soaⁿ-gōa-khoe）,FALSE
山里,山里,San-lí,San-lí,山里,San-lí,山里（San-lí）,FALSE
山脚,山跤,Suann-kha,Soaⁿ-kha,山跤,Suann-kha | Soaⁿ-kha,山跤（Suann-kha | Soaⁿ-kha）,FALSE
山脚,山跤,,Suann-kha,山跤,Suann-kha,山跤（Suann-kha）,FALSE
山腳國小,山跤國小,Suann-kha Kok-sió,Soaⁿ-kha Kok-sió,山跤國小,Suann-kha Kok-sió | Soaⁿ-kha Kok-sió,山跤國小（Suann-kha Kok-sió | Soaⁿ-kha Kok-sió）,FALSE
,山鼻仔,Suann-phīnn-á,,山鼻仔,Suann-phīnn-á,山鼻仔（Suann-phīnn-á）,FALSE
工藝中心,工藝中心,Kang-gē Tiong-sim,Kang-gē Tiong-sim,工藝中心,Kang-gē Tiong-sim,工藝中心（Kang-gē Tiong-sim）,FALSE
,干豆,Kan-tāu,,干豆,Kan-tāu,干豆（Kan-tāu）,FALSE
,中山,Tiong-san,,中山,Tiong-san,中山（Tiong-san）,FALSE
中山一路,中山一路,Tiong-san 1-lōo,Tiong-san 1-lō͘,中山一路,Tiong-san 1-lōo | Tiong-san 1-lō͘,中山一路（Tiong-san 1-lōo | Tiong-san 1-lō͘）,TRUE
中山二路,中山二路,Tiong-san 2-lōo,Tiong-san 2-lō͘,中山二路,Tiong-san 2-lōo | Tiong-san 2-lō͘,中山二路（Tiong-san 2-lōo | Tiong-san 2-lō͘）,TRUE
中山女高,中山女中,Tiong-san Lú-tiong,Tiong-san Lú-tiong,中山女中,Tiong-san Lú-tiong,中山女中（Tiong-san Lú-tiong）,FALSE
中山公園,,,Tiong-san-kong-hn̂g,中山公園,Tiong-san-kong-hn̂g,中山公園（Tiong-san-kong-hn̂g）,FALSE
中山北路一段,,Tiong-san-pak-lōo-1-tuānn,Tiong-san-pak-lō͘-1-tōaⁿ,中山北路一段,Tiong-san-pak-lōo-1-tuānn | Tiong-san-pak-lō͘-1-tōaⁿ,中山北路一段（Tiong-san-pak-lōo-1-tuānn | Tiong-san-pak-lō͘-1-tōaⁿ）,TRUE
中山北路七段,,Tiong-san-pak-lōo-7-tuānn,Tiong-san-pak-lō͘-7-tōaⁿ,中山北路七段,Tiong-san-pak-lōo-7-tuānn | Tiong-san-pak-lō͘-7-tōaⁿ,中山北路七段（Tiong-san-pak-lōo-7-tuānn | Tiong-san-pak-lō͘-7-tōaⁿ）,TRUE
中山北路二段,,Tiong-san-pak-lōo-2-tuānn,Tiong-san-pak-lō͘-2-tōaⁿ,中山北路二段,Tiong-san-pak-lōo-2-tuānn | Tiong-san-pak-lō͘-2-tōaⁿ,中山北路二段（Tiong-san-pak-lōo-2-tuānn | Tiong-san-pak-lō͘-2-tōaⁿ）,TRUE
中山北路三段,,Tiong-san-pak-lōo-3-tuānn,Tiong-san-pak-lō͘-3-tōaⁿ,中山北路三段,Tiong-san-pak-lōo-3-tuānn | Tiong-san-pak-lō͘-3-tōaⁿ,中山北路三段（Tiong-san-pak-lōo-3-tuānn | Tiong-san-pak-lō͘-3-tōaⁿ）,TRUE
