name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
粿店仔,粿店仔,Ké-tiàm-á,Ké-tiàm-á,粿店仔,Ké-tiàm-á,粿店仔（Ké-tiàm-á）,FALSE
綠島鄉,,,Le̍k-tó-hiong,綠島鄉,Le̍k-tó-hiong,綠島鄉（Le̍k-tó-hiong）,FALSE
綠湖公園,綠湖公園,Li̍k-ôo Kong-hn̂g,Le̍k-ô͘ Kong-hn̂g,綠湖公園,Li̍k-ôo Kong-hn̂g | Le̍k-ô͘ Kong-hn̂g,綠湖公園（Li̍k-ôo Kong-hn̂g | Le̍k-ô͘ Kong-hn̂g）,FALSE
網尾渡,網尾渡,Bāng-bé-tōo,Bāng-bé-tō͘,網尾渡,Bāng-bé-tōo | Bāng-bé-tō͘,網尾渡（Bāng-bé-tōo | Bāng-bé-tō͘）,FALSE
網尾寮,網尾寮,Bāng-bé-liâu,Bāng-bé-liâu,網尾寮,Bāng-bé-liâu,網尾寮（Bāng-bé-liâu）,FALSE
網溪國小,,,Bāng-khe-kok-sió,網溪國小,Bāng-khe-kok-sió,網溪國小（Bāng-khe-kok-sió）,FALSE
翠谷,翠谷,Tshuì-kok,Chhùi-kok,翠谷,Tshuì-kok | Chhùi-kok,翠谷（Tshuì-kok | Chhùi-kok）,FALSE
翠林橋,,,Chhùi-lîm-kiô,翠林橋,Chhùi-lîm-kiô,翠林橋（Chhùi-lîm-kiô）,FALSE
翠峰橋,,,Chhùi-hong-kiô,翠峰橋,Chhùi-hong-kiô,翠峰橋（Chhùi-hong-kiô）,FALSE
台大,臺大,Tâi-tāi,Tâi-tāi,臺大,Tâi-tāi,臺大（Tâi-tāi）,FALSE
臺大醫院,臺大病院,Tâi-tāi Pīnn-īnn,Tâi-tāi Pīⁿ-īⁿ,臺大病院,Tâi-tāi Pīnn-īnn | Tâi-tāi Pīⁿ-īⁿ,臺大病院（Tâi-tāi Pīnn-īnn | Tâi-tāi Pīⁿ-īⁿ）,FALSE
臺中,臺中,Tâi-tiong,Tâi-tiong,臺中,Tâi-tiong,臺中（Tâi-tiong）,FALSE
臺中公園,,,Tâi-tiong-kong-hn̂g,臺中公園,Tâi-tiong-kong-hn̂g,臺中公園（Tâi-tiong-kong-hn̂g）,FALSE
臺中日僑學校,臺中日僑學校,Tâi-tiong Ji̍t-kiâu Ha̍k-hāu,Tâi-tiong Ji̍t-kiâu Ha̍k-hāu,臺中日僑學校,Tâi-tiong Ji̍t-kiâu Ha̍k-hāu,臺中日僑學校（Tâi-tiong Ji̍t-kiâu Ha̍k-hāu）,FALSE
臺中市,臺中市,Tâi-tiong-tshī,Tâi-tiong-chhī,臺中市,Tâi-tiong-tshī | Tâi-tiong-chhī,臺中市（Tâi-tiong-tshī | Tâi-tiong-chhī）,FALSE
臺中港,臺中港,Tâi-tiong-káng,Tâi-tiong-káng,臺中港,Tâi-tiong-káng,臺中港（Tâi-tiong-káng）,FALSE
臺北,臺北,Tâi-pak,Tâi-pak,臺北,Tâi-pak,臺北（Tâi-pak）,FALSE
,臺北101/世貿,Tâi-pak It-khòng-it/ Sè-bōo,,臺北101/世貿,Tâi-pak It-khòng-it/ Sè-bōo,臺北101/世貿（Tâi-pak It-khòng-it/ Sè-bōo）,TRUE
,臺北小巨蛋,Tâi-pak Sió-kū-tàn,,臺北小巨蛋,Tâi-pak Sió-kū-tàn,臺北小巨蛋（Tâi-pak Sió-kū-tàn）,FALSE
臺北市,臺北市,Tâi-pak-tshī,Tâi-pak-chhī,臺北市,Tâi-pak-tshī | Tâi-pak-chhī,臺北市（Tâi-pak-tshī | Tâi-pak-chhī）,FALSE
臺北市立大學,臺北市立大學,Tâi-pak Tshī-li̍p Tāi-ha̍k,Tâi-pak Chhī-li̍p Tāi-ha̍k,臺北市立大學,Tâi-pak Tshī-li̍p Tāi-ha̍k | Tâi-pak Chhī-li̍p Tāi-ha̍k,臺北市立大學（Tâi-pak Tshī-li̍p Tāi-ha̍k | Tâi-pak Chhī-li̍p Tāi-ha̍k）,FALSE
臺北市立第一女子高級中學,臺北市立第一女子高級中學,Tâi-pak Tshī-li̍p Tē-it Lú-tsú Ko-kip-tiong-ha̍k,Tâi-pak Chhī-li̍p Tē-i̍t Lú-chú-Ko-kip tiong-ha̍k,臺北市立第一女子高級中學,Tâi-pak Tshī-li̍p Tē-it Lú-tsú Ko-kip-tiong-ha̍k | Tâi-pak Chhī-li̍p Tē-i̍t Lú-chú-Ko-kip tiong-ha̍k,臺北市立第一女子高級中學（Tâi-pak Tshī-li̍p Tē-it Lú-tsú Ko-kip-tiong-ha̍k | Tâi-pak Chhī-li̍p Tē-i̍t Lú-chú-Ko-kip tiong-ha̍k）,FALSE
臺北市客家文化主題公園,臺北市客家文化主題公園,Tâi-pak-tshī Kheh-ka Bûn-huà Tsú-tê Kong-hn̂g,Tâi-pak-chhī Kheh-ka Bûn-hòa Chú-tê Kong-hn̂g,臺北市客家文化主題公園,Tâi-pak-tshī Kheh-ka Bûn-huà Tsú-tê Kong-hn̂g | Tâi-pak-chhī Kheh-ka Bûn-hòa Chú-tê Kong-hn̂g,臺北市客家文化主題公園（Tâi-pak-tshī Kheh-ka Bûn-huà Tsú-tê Kong-hn̂g | Tâi-pak-chhī Kheh-ka Bûn-hòa Chú-tê Kong-hn̂g）,FALSE
臺北地院,臺北地院,Tâi-pak Tuē-īnn,Tâi-pak Tōe-īⁿ,臺北地院,Tâi-pak Tuē-īnn | Tâi-pak Tōe-īⁿ,臺北地院（Tâi-pak Tuē-īnn | Tâi-pak Tōe-īⁿ）,FALSE
,臺北車站,Tâi-pak Tshia-tsām,,臺北車站,Tâi-pak Tshia-tsām,臺北車站（Tâi-pak Tshia-tsām）,FALSE
臺北法院,臺北法院,Tâi-pak Huat-īnn,Tâi-pak Hoat-īⁿ,臺北法院,Tâi-pak Huat-īnn | Tâi-pak Hoat-īⁿ,臺北法院（Tâi-pak Huat-īnn | Tâi-pak Hoat-īⁿ）,FALSE
臺北城市科技大學,臺北城市科技大學,Tâi-pak Siânn-tshī Kho-ki Tāi-ha̍k,Tâi-pak Siâⁿ-chhī Kho-ki Tāi-ha̍k,臺北城市科技大學,Tâi-pak Siânn-tshī Kho-ki Tāi-ha̍k | Tâi-pak Siâⁿ-chhī Kho-ki Tāi-ha̍k,臺北城市科技大學（Tâi-pak Siânn-tshī Kho-ki Tāi-ha̍k | Tâi-pak Siâⁿ-chhī Kho-ki Tāi-ha̍k）,FALSE
臺北科技大學,臺北科技大學,Tâi-pak Kho-ki Tāi-ha̍k,Tâi-pak Kho-ki Tāi-ha̍k,臺北科技大學,Tâi-pak Kho-ki Tāi-ha̍k,臺北科技大學（Tâi-pak Kho-ki Tāi-ha̍k）,FALSE
,臺北海洋大學,Tâi-pak Hái-iûnn Tāi-ha̍k,,臺北海洋大學,Tâi-pak Hái-iûnn Tāi-ha̍k,臺北海洋大學（Tâi-pak Hái-iûnn Tāi-ha̍k）,FALSE
臺北商大,臺北商大,Tâi-pak Siong-tāi,Tâi-pak Siong-tāi,臺北商大,Tâi-pak Siong-tāi,臺北商大（Tâi-pak Siong-tāi）,FALSE
臺北郵局(撫臺街洋樓),臺北郵局(撫臺街洋樓),Tâi-pak Hu-tâi-kue Iûnn-lâu,Tâi-pak Iû-kio̍k(Hu-tâi-koe Iûⁿ-lâu),臺北郵局(撫臺街洋樓),Tâi-pak Hu-tâi-kue Iûnn-lâu | Tâi-pak Iû-kio̍k(Hu-tâi-koe Iûⁿ-lâu),臺北郵局(撫臺街洋樓)（Tâi-pak Hu-tâi-kue Iûnn-lâu | Tâi-pak Iû-kio̍k(Hu-tâi-koe Iûⁿ-lâu)）,TRUE
臺北郵局,臺北郵局,Tâi-pak Iû-kio̍k,Tâi-pak Iû-kio̍k,臺北郵局,Tâi-pak Iû-kio̍k,臺北郵局（Tâi-pak Iû-kio̍k）,FALSE
臺北歐洲學校小學部,,,Au-chiu-ha̍k-hāu,臺北歐洲學校小學部,Au-chiu-ha̍k-hāu,臺北歐洲學校小學部（Au-chiu-ha̍k-hāu）,FALSE
,臺北橋,Tâi-pak-kiô,,臺北橋,Tâi-pak-kiô,臺北橋（Tâi-pak-kiô）,FALSE
臺西鄉,,,Tâi-se-hiong,臺西鄉,Tâi-se-hiong,臺西鄉（Tâi-se-hiong）,FALSE
臺東,臺東,Tâi-tang,Tâi-tang,臺東,Tâi-tang,臺東（Tâi-tang）,FALSE
臺東市,,,Tâi-tang-chhī,臺東市,Tâi-tang-chhī,臺東市（Tâi-tang-chhī）,FALSE
臺東縣,臺東縣,Tâi-tang-kuān,Tâi-tang-koān,臺東縣,Tâi-tang-kuān | Tâi-tang-koān,臺東縣（Tâi-tang-kuān | Tâi-tang-koān）,FALSE
臺南,臺南,Tâi-lâm,Tâi-lâm,臺南,Tâi-lâm,臺南（Tâi-lâm）,FALSE
臺南市,臺南市,Tâi-lâm-tshī,Tâi-lâm-chhī,臺南市,Tâi-lâm-tshī | Tâi-lâm-chhī,臺南市（Tâi-lâm-tshī | Tâi-lâm-chhī）,FALSE
臺南市北區大光國民小學,,,Tāi-kong-kok-sió,臺南市北區大光國民小學,Tāi-kong-kok-sió,臺南市北區大光國民小學（Tāi-kong-kok-sió）,FALSE
,臺電大樓,Tâi-tiān Tuā-lâu,,臺電大樓,Tâi-tiān Tuā-lâu,臺電大樓（Tâi-tiān Tuā-lâu）,FALSE
臺灣,臺灣,Tâi-uân,Tâi-oân,臺灣,Tâi-uân | Tâi-oân,臺灣（Tâi-uân | Tâi-oân）,FALSE
臺灣大道中華路口,臺灣大道中華路口,Tâi-uân Tāi-tō 10-tuānn Tāi-tō Tiong-huâ Lōo-kháu,Tâi-oân Tāi-tō 10-tōaⁿ Tāi-tō Tiong-hôa Lō͘-kháu,臺灣大道中華路口,Tâi-uân Tāi-tō 10-tuānn Tāi-tō Tiong-huâ Lōo-kháu | Tâi-oân Tāi-tō 10-tōaⁿ Tāi-tō Tiong-hôa Lō͘-kháu,臺灣大道中華路口（Tâi-uân Tāi-tō 10-tuānn Tāi-tō Tiong-huâ Lōo-kháu | Tâi-oân Tāi-tō 10-tōaⁿ Tāi-tō Tiong-hôa Lō͘-kháu）,TRUE
臺灣大道原子街口,臺灣大道原子街口,Tâi-uân Tāi-tō Guân-tsú Ke-kháu,Tâi-oân Tāi-tō Goân-chú Ke-kháu,臺灣大道原子街口,Tâi-uân Tāi-tō Guân-tsú Ke-kháu | Tâi-oân Tāi-tō Goân-chú Ke-kháu,臺灣大道原子街口（Tâi-uân Tāi-tō Guân-tsú Ke-kháu | Tâi-oân Tāi-tō Goân-chú Ke-kháu）,FALSE
臺灣警察專科學校,臺灣警察專科學校,Tâi-uân Kíng-tshat Tsuan-kho Ha̍k-hāu,Tâi-oân Kéng-chhat Choan-kho Ha̍k-hāu,臺灣警察專科學校,Tâi-uân Kíng-tshat Tsuan-kho Ha̍k-hāu | Tâi-oân Kéng-chhat Choan-kho Ha̍k-hāu,臺灣警察專科學校（Tâi-uân Kíng-tshat Tsuan-kho Ha̍k-hāu | Tâi-oân Kéng-chhat Choan-kho Ha̍k-hāu）,FALSE
艋舺,,,Báng-kah,艋舺,Báng-kah,艋舺（Báng-kah）,FALSE
艋舺大道,艋舺大道,Báng-kah Tāi-tō,Báng-kah Tāi-tō,艋舺大道,Báng-kah Tāi-tō,艋舺大道（Báng-kah Tāi-tō）,FALSE
蒔裡國小,,,Sī-lí-kok-sió,蒔裡國小,Sī-lí-kok-sió,蒔裡國小（Sī-lí-kok-sió）,FALSE
蒲葵道,蒲葵道,Pôo-kuî-tō,Pô͘-kûi-tō,蒲葵道,Pôo-kuî-tō | Pô͘-kûi-tō,蒲葵道（Pôo-kuî-tō | Pô͘-kûi-tō）,FALSE
,輔大,Hú-tāi,,輔大,Hú-tāi,輔大（Hú-tāi）,FALSE
輕軌機廠,輕鐵機廠,Khin-thih ki-tshiúnn,Khin-thih Ki-chhiúⁿ,輕鐵機廠,Khin-thih ki-tshiúnn | Khin-thih Ki-chhiúⁿ,輕鐵機廠（Khin-thih ki-tshiúnn | Khin-thih Ki-chhiúⁿ）,FALSE
遠東科技大學,,,Uán-tong-tāi-ha̍k,遠東科技大學,Uán-tong-tāi-ha̍k,遠東科技大學（Uán-tong-tāi-ha̍k）,FALSE
遠望坑,遠望坑,Hn̄g-bāng-khinn,Hn̄g-bāng-khiⁿ,遠望坑,Hn̄g-bāng-khinn | Hn̄g-bāng-khiⁿ,遠望坑（Hn̄g-bāng-khinn | Hn̄g-bāng-khiⁿ）,FALSE
銅鑼,銅鑼,Tâng-lô,Tâng-lô,銅鑼,Tâng-lô,銅鑼（Tâng-lô）,FALSE
銅鑼鄉,,,Tâng-lô-hiong,銅鑼鄉,Tâng-lô-hiong,銅鑼鄉（Tâng-lô-hiong）,FALSE
銘傳大學台北校區,銘傳大學台北校區,Bîng-thuân-tāi-ha̍k Tâi-pak Hāu-khu,Bêng-thoân Tāi-ha̍k Tâi-pak Hāu-khu,銘傳大學台北校區,Bîng-thuân-tāi-ha̍k Tâi-pak Hāu-khu | Bêng-thoân Tāi-ha̍k Tâi-pak Hāu-khu,銘傳大學台北校區（Bîng-thuân-tāi-ha̍k Tâi-pak Hāu-khu | Bêng-thoân Tāi-ha̍k Tâi-pak Hāu-khu）,FALSE
銘傳國小,銘傳國小,Bîng-thuân Kok-sió,Bêng-thoân Kok-sió,銘傳國小,Bîng-thuân Kok-sió | Bêng-thoân Kok-sió,銘傳國小（Bîng-thuân Kok-sió | Bêng-thoân Kok-sió）,FALSE
,領航,Líng-hâng,,領航,Líng-hâng,領航（Líng-hâng）,FALSE
,駁二大義,Pok-jī Tāi-gī,,駁二大義,Pok-jī Tāi-gī,駁二大義（Pok-jī Tāi-gī）,FALSE
,駁二蓬萊,Pok-jī Hông-lâi,,駁二蓬萊,Pok-jī Hông-lâi,駁二蓬萊（Pok-jī Hông-lâi）,FALSE
鳳山,鳳山,Hōng-suann,Hōng-soaⁿ,鳳山,Hōng-suann | Hōng-soaⁿ,鳳山（Hōng-suann | Hōng-soaⁿ）,FALSE
,鳳山西站,Hōng-suann Sai-tsām,,鳳山西站,Hōng-suann Sai-tsām,鳳山西站（Hōng-suann Sai-tsām）,FALSE
鳳山區,鳳山區,Hōng-suann-khu,Hōng-soaⁿ-khu,鳳山區,Hōng-suann-khu | Hōng-soaⁿ-khu,鳳山區（Hōng-suann-khu | Hōng-soaⁿ-khu）,FALSE
,鳳山國中,Hōng-suann Kok-tiong,,鳳山國中,Hōng-suann Kok-tiong,鳳山國中（Hōng-suann Kok-tiong）,FALSE
鳳山溪,,,Hōng-soaⁿ-khe,鳳山溪,Hōng-soaⁿ-khe,鳳山溪（Hōng-soaⁿ-khe）,FALSE
鳳林,鳳林,Hōng-lîm,Hōng-lîm,鳳林,Hōng-lîm,鳳林（Hōng-lîm）,FALSE
鳳林鎮,,,Hōng-lîm-tìn,鳳林鎮,Hōng-lîm-tìn,鳳林鎮（Hōng-lîm-tìn）,FALSE
鳳梨宅橋,,,Ông-lâi-the̍h-kiô,鳳梨宅橋,Ông-lâi-the̍h-kiô,鳳梨宅橋（Ông-lâi-the̍h-kiô）,FALSE
鳳鼻頭,鳳鼻頭,Hông-phīnn-thâu,Hōng-phīⁿ-thâu,鳳鼻頭,Hông-phīnn-thâu | Hōng-phīⁿ-thâu,鳳鼻頭（Hông-phīnn-thâu | Hōng-phīⁿ-thâu）,FALSE
鳴遠橋,,Bîng-uān-kiô,Bêng-oān-kiô,鳴遠橋,Bîng-uān-kiô | Bêng-oān-kiô,鳴遠橋（Bîng-uān-kiô | Bêng-oān-kiô）,FALSE
劉厝,劉厝,Lâu-tshù,Lâu-chhù,劉厝,Lâu-tshù | Lâu-chhù,劉厝（Lâu-tshù | Lâu-chhù）,FALSE
劍南路,劍南路,Kiàm-lâm-lōo,Kiàm-lâm-lō͘,劍南路,Kiàm-lâm-lōo | Kiàm-lâm-lō͘,劍南路（Kiàm-lâm-lōo | Kiàm-lâm-lō͘）,FALSE
劍南橋,,,Kiàm-lâm-kiô,劍南橋,Kiàm-lâm-kiô,劍南橋（Kiàm-lâm-kiô）,FALSE
劍潭,劍潭,Kiàm-thâm,Kiàm-thâm,劍潭,Kiàm-thâm,劍潭（Kiàm-thâm）,FALSE
審計部,審計部,Sím-kè-pōo,Sím-kè-pō͘,審計部,Sím-kè-pōo | Sím-kè-pō͘,審計部（Sím-kè-pōo | Sím-kè-pō͘）,FALSE
嶢龜橋,嶢龜橋,Giâu-ku-kiô,Giâu-ku-kiô,嶢龜橋,Giâu-ku-kiô,嶢龜橋（Giâu-ku-kiô）,FALSE
廟前,廟前,Biō-tsîng,Biō-chêng,廟前,Biō-tsîng | Biō-chêng,廟前（Biō-tsîng | Biō-chêng）,FALSE
廣州街,廣州街,Kńg-tsiu-kue,Kńg-chiu-koe,廣州街,Kńg-tsiu-kue | Kńg-chiu-koe,廣州街（Kńg-tsiu-kue | Kńg-chiu-koe）,FALSE
廣州街4巷,廣州街4巷,Kńg-tsiu-kue 4-hāng,Kńg-chiu-koe 4-hāng,廣州街4巷,Kńg-tsiu-kue 4-hāng | Kńg-chiu-koe 4-hāng,廣州街4巷（Kńg-tsiu-kue 4-hāng | Kńg-chiu-koe 4-hāng）,TRUE
廣州街8巷,廣州街8巷,Kńg-tsiu-kue 8-hāng,Kńg-chiu-koe 8-hāng,廣州街8巷,Kńg-tsiu-kue 8-hāng | Kńg-chiu-koe 8-hāng,廣州街8巷（Kńg-tsiu-kue 8-hāng | Kńg-chiu-koe 8-hāng）,TRUE
廣東厝,廣東厝,Kńg-tang-tshù,Kńg-tang-chhù,廣東厝,Kńg-tang-tshù | Kńg-tang-chhù,廣東厝（Kńg-tang-tshù | Kńg-tang-chhù）,FALSE
德照橋,德照橋,Tik-tsiàu-kiô,Tek-chiàu-kiô,德照橋,Tik-tsiàu-kiô | Tek-chiàu-kiô,德照橋（Tik-tsiàu-kiô | Tek-chiàu-kiô）,FALSE
慶安街,,Khìng-uann-ke,Khìng-uann-ke,慶安街,Khìng-uann-ke,慶安街（Khìng-uann-ke）,FALSE
慶利街,,Khìng-lī-ke,Khìng-lī-ke,慶利街,Khìng-lī-ke,慶利街（Khìng-lī-ke）,FALSE
慶昌橋,,,Khìng-tshiong-kiô,慶昌橋,Khìng-tshiong-kiô,慶昌橋（Khìng-tshiong-kiô）,FALSE
慶城街,,,Khìng-siânn-kue,慶城街,Khìng-siânn-kue,慶城街（Khìng-siânn-kue）,FALSE
撚寶仁,撚寶仁,Lián-pó-jîn,Lián-pó-jîn,撚寶仁,Lián-pó-jîn,撚寶仁（Lián-pó-jîn）,FALSE
樂山,樂山,Lo̍k-suann,Lo̍k-soaⁿ,樂山,Lo̍k-suann | Lo̍k-soaⁿ,樂山（Lo̍k-suann | Lo̍k-soaⁿ）,FALSE
樂山一,樂山一,Lo̍k-suann 1,Lo̍k-soaⁿ 1,樂山一,Lo̍k-suann 1 | Lo̍k-soaⁿ 1,樂山一（Lo̍k-suann 1 | Lo̍k-soaⁿ 1）,TRUE
樂善公園,樂善公園,Lo̍k-siān Kong-hn̂g,Lo̍k-siān Kong-hn̂g,樂善公園,Lo̍k-siān Kong-hn̂g,樂善公園（Lo̍k-siān Kong-hn̂g）,FALSE
樂樂溪,樂樂溪,Lo̍k-lo̍k-khe,Lo̍k-lo̍k-khe,樂樂溪,Lo̍k-lo̍k-khe,樂樂溪（Lo̍k-lo̍k-khe）,FALSE
樟湖,樟湖,Tsiunn-ôo,Chiuⁿ-ô͘,樟湖,Tsiunn-ôo | Chiuⁿ-ô͘,樟湖（Tsiunn-ôo | Chiuⁿ-ô͘）,FALSE
樟腦寮,樟腦寮,Tsiunn-nóo-liâu,Chiuⁿ-nó͘-liâu,樟腦寮,Tsiunn-nóo-liâu | Chiuⁿ-nó͘-liâu,樟腦寮（Tsiunn-nóo-liâu | Chiuⁿ-nó͘-liâu）,FALSE
