name,description
龍井籃球場,中厝路50巷60弄/中厝路56巷口(西北側)
龍津高中,三港路/龍津街口(西北側)
麗水籃球場,三港路/水裡港巷(東北側)
潭子車站,潭興路二段/中山路二段口(東北側)
潭子科技園區,中山路二段/南環路口(西北側)
潭陽國小,福潭路/潭陽路口(西南側)
潭秀國中,雅潭路一段/勝利路口(西南側)
潭子環保公園,合作街38巷72號(對側人行道)
東寶兒童公園,大富路一段12號(對側公園)
綠空廊道(人和路),人和路/中山路三段口(東北側)
大新路機車停車場,中山路二段108巷/大新路口(東北側)
綠空廊道(圓通南路),圓通南路/中山路二段口(東北側)
東寶國小,雅潭路三段2號
摘星山莊,潭富路二段88號
環中東復興路一段口,環中東路一段97號前
中山路241巷中山路口,中山路241巷/中山路二段口(西南側)
潭子聯合辦公大樓,豐興路二段/潭興路一段口(東南側)
潭子國小,中山路二段391巷/中山路二段口(西北側)
弘文高中,中山路三段221巷100號
豐栗安和路106巷口,豐栗路158號
綠空廊道(祥和路),祥和路/中山路三段口
綠空廊道(中興路),中興路88號旁
中山中山路一段15巷口,中山路一段13-10號前
栗林車站,吉林二街38號
潭子車站(潭興路),潭興路二段/潭子街一段31巷口(西南側)
頭家厝車站,頭張東路43巷8號
頭家國小,得福街185號
頭家公園,頭張路一段159號(對側人行道)
潭子運動公園(勝利路),勝利路137號(對側人行道)
亞洲大學(體育館),柳豐路416號(南側)
亞洲大學(安藤忠雄美術館),柳豐路422號(西北側)
乾溪綠廊公園,霧峰區中潭公路/信義路(西南側)
大愛公園,錦州路/峰堤路口(東南側)
霧峰區綜合運動場,峰堤路/民生路口(西北側)
北峰公園,峰堤路/大峰路口(西南側)
霧峰健體中心,成功路/民生路口(東北側)
臺中市立光復國民中小學,柳豐路535號(東側)
光復新村(新生路),新生路/中興路口(西北側)
立法院中部辦公室,中正路/蘭生街口(東南側)
霧峰區公所,大同路/民生路口(西南側)
霧峰農工,中正路/中正路1221巷口(東北側)
中社花市,三豐路五段402號(北側停車場)
三豐南村路口,三豐路/南村路口(西南側)
三豐泉州路口,三豐路四段151號(對側人行道)
后里游泳池,堤防路518號
三豐星科路口,三豐路/星科路口(東北側)
內埔國小,平安路168號(對側人行道)
后里區衛生所,三光路/公安路口(西北側)
啟明學校,三豐路三段/文明路31巷3弄口(東南側)
后里森林園區,內東路232號(東南側)
后里四號公園,大圳路258號對面公園內(西南側)
后里區農會,后里區中山路148號(對側騎樓)
台灣美光,后科南路/三豐路四段口(西北側)
麗寶樂園,福容路8號前
后里運動公園,成功路478號(對側人行道)
后里車站,圳寮路/圳寮路160巷口(東北側)
泰安鐵道文化園區,福興路59號(前)
新泰安車站,福安路/安眉路口(北側)
上雅社區活動中心,雅環路二段171巷19號
中科實驗高中,大雅區平和路227號(東北側)
寶興宮,神林路一段231巷58號(北側)
上楓國小,民生路四/楓林街口(東北側)
大雅體育園區,民生路四段/昌平路四段687巷口(東南側)
大榮公園,大榮街/大榮街45巷口(西北側)
科雅中清路口,科雅路/中清路四段口(西北側)
原住民族文化館,大雅區仁愛路69號
中科標準廠房,科雅路/科雅五路口(東北側)
大雅區公所,雅環路二段299號旁
大雅公園,中清路三段1132巷/中清路三段(東北側)
大雅國中,學府路289號(對側機車停車場)
大華國中,中清路三段849號(對側人行道)
大明國小,中清路四段161-11號(對側人行道)
追分車站,追分街13號(西北側)
大肚區公所,沙田路二段/文昌路一段口(東南側)
大道國中,仁德路/自由路口(東南側)
大肚運動公園,沙田路三段/萬興路口(西南側)
大肚山萬里長城步道入口,大肚山萬里長城步道入口(東南側)
靜態公園,大明五街/大明五街61巷口(東南側)
磺溪書院,文昌一街/文昌一街8巷口(東南側)
大肚藍色公路,遊園路一段3巷118號(前)
動態公園,大明二街/大德六街口(東北側)
大肚車站,華山路/平和街口(東北側)
大肚戶政事務所,華山路/沙田路三段口(東北側)
新和宮,和睦路一段358巷15號
和睦兒童公園,和睦路95巷/和睦路一段61巷4弄口(西南側)
神洲社區公園,大明路/國豐路一段口(東北側)
神岡區順天宮,豐洲路916巷38弄96號(西南側)
豐洲公園,大明路/大明路28巷口(東北側)
社口國小,社南街180巷/社南街口(西北側)
豐原大道豐洲路口,豐原大道八段/豐洲路口(南側)
神圳國中,神清路/神清路54巷口(東側)
神岡高工,中山路/中山路652巷口(南側)
圳前仁愛公園,中山路/中山路1720巷口(東北側)
溪南國中,溪南路一段731號前
南里里風雨籃球場,烏日區溪南路三段418巷28號(對側廣場)
喀哩國小,烏日區溪南路二段337號(對側人行道)
高鐵高鐵五路口,高鐵路/高鐵五路口(東南側)
公四公園(環河三榮七路口),環河路四段/三榮七路口(東北側)
明道高中(中山路),中山路一段497號前
高鐵市公園,大同路/民生街口(西北側)
成功車站,中山路三段550號(東側)
學田停車場,學田路/學田路便行巷口(東南側)
兒一公園,學田路/學田路便行巷口(西北側)
成功社區休閒中心,成功東路/學田路便行巷口(東北側)
湖日休閒廣場,新興路/榮泰街100巷21弄口(西南側)
三榮榮和路口(東南側),三榮路二段179號旁
光德國中,信義街99號(前人行道)
旭光國小,健行路501號(對側人行道)
三和派出所,三榮八路25號(對側人行道)
烏日國小,平等路23號(對側人行道)
烏日圖書館,興祥街167巷9號(對側)
廣停二公有停車場,三榮路一段/三和路口(西北側)
湖日公園,公園路/三民街口(西南側)
烏日運動公園,公園二街/一德街口(東南側)
公十公園,三榮路一段399-1號(對側人行道)
兒二公園(中山路),中山路二段567號(西側公園)
自治公園(公園路),公園路36號(東南側公園)
梧棲游泳池,中興路/中興路217巷口(西北側)
草湳社區活動中心,自強二街/自立一街口(西側)
頂魚寮公園,八德東路/八德一路口(東北側)
梧棲區農會本部,港埠路一段545號
梧棲運15運動公園,建國北街315巷9弄/文化路一段口(東南側)
臺中市立圖書館梧棲親子館,臺灣大道九段116巷/民生街口(南側)
清水分局安寧派出所,中央路二段/臺灣大道八段口(北側)
南簡運動場,大仁路一段465巷88號(對側人行道)
中港高中,文華街/文華街194巷口(東南側)
梧棲區公所,中和街66號
梧棲國小,文化路二段/民生街口(西南側)
大智路停車場,大智路二段/大智路二段370巷口(東側)
中港國小,文明街66巷/文明街口(西南側)
東勢國小,三民街193號(對側人行道)
三民街停車場,三民街33號旁
東新國小,勢林街247號(對側人行道)
松柏漁港,順帆路233號(西北側自行車道)
西岐公園,順帆路121巷117號(東側公園)
建興長壽會館,如意路25之1號
日南社區暨長照服務活動中心,幼二路36號
日南庄福德祠,日南路85號
水尾橋,中山路一段530號(對側)
文昌國小(雁門路),雁門路/文昌街口(東北側)
大甲經國停車場,經國路888號(東側停車場)
大甲網球場,甲東路/水源路452巷188弄口(西南側)
大甲車站旁機車停車場,中山路一段/南陽街口(東側)
孟春兒童遊樂場,慈德路/慈德路175巷口(西北側)
日南車站,中山路二段140巷口/中山路二段口(東南側)
大甲高工,開元路71號(西南側)
順天國小,經國路/新美街口(東北側)
文昌國小,育德路/民生路口(西南側)
長青活動中心,水源路/甲東路口(東北側)
大甲高中,水源路/中山路一段口(西南側)
大甲體育場,大安港路/大安港路53巷口(西北側)
大甲車站,中山路一段/蔣公路口(東南側)
大甲區公所,新政路/三民路口(東南側)
大甲區壘球場,錦上街/雁門路口(東南側)
大甲鎮瀾宮,鎮瀾街105號(對側停車場)
臺灣大道臺灣大道六段926巷口,臺灣大道六段/臺灣大道六段926巷口(西南側)
臺中市立圖書館沙鹿深波分館,鎮南路二段500號(西南側機車停車棚)
南勢溪公園,南斗路/自由路口(南側)
臺灣大道北勢東路658巷口,臺灣大道七段/北勢東路658巷口(東南側)
三民七賢南路口,三民路/七賢南路口(西南側)
沙鹿區勞工服務中心,沙鹿區中山路658號前
臺中港區運動公園,自強路301號(東側)
弘光科技大學,臺灣大道六段1018號(北側人行道)
沙鹿區青年公園,東晉路/東晉路六福巷口(東南側)
三鹿社區活動中心,自強路/自強路291巷口(西北側)
中山路四平街口,中山路/四平街口(西南側)
中山光華路口,中山路/光華路口(西北側)
光大公園,光大路/光華路口(東北側)
沙鹿區公所,鎮政路/鎮南路二段口(東北側)
沙鹿高工,台灣大道七段/光華路口(東南側)
沙鹿車站(新站路西側出口),新站三路/新站路口(西北側)
臺灣大道正英路口,臺灣大道六段/正英路口(西北側)
沙鹿區兒童公園,北勢東路/北勢二街口(西南側)
鹿寮成衣商圈(中山路),中山路/錦華街口(東北側)
鹿鳴公園(賢正街),賢正街/賢正街口(西北側)
鹿鳴公園(賢義街),賢義街/光華路口(東南側)
鎮南沙田路口,鎮南路二段/沙田路口(東北側)
沙鹿車站(中正街東側出口),中正街94號(東側)
靜宜大學,臺灣大道七段200號(南側人行道)
臺灣大道晉武路口,臺灣大道七段/晉武路口(西北側)
六福公園,北勢東路/北勢東路265巷口(西北側)
北勢國小,過洋路/過洋路口(東南側)
清水停二停車場,八德東路241號(對側人行道)
清水停八停車場,港都路/港都三路口(西北側)
海巡署中部分署,中社路900號
運五棒球場,南社路/中山路田尾巷口(東北側)
甲桂林社區,忠誠路/中社路口(東南側)
清海國中,中央路/平等路口(西南側)
清水區公所,鎮政路/鎮政路55巷口(西側)
鰲峰山公園,鰲海路100號(對側停車場)
牛罵頭遺址,鰲海路/吳厝路口(西南側)
四維港都路口,四維路二段/港都路口(北側)
牛罵頭停車場(中山路),中山路/鎮北街23巷口(西南側)
清水高中,中山路/學園街口(東南側)
牛埔仔運動公園,信義路115號(對側)
清水國中,鰲峰路245號(對側)
槺新公園,中央路38巷/鎮政二街99巷口(西南側)
槺榔運動公園,港口路/中央路口(西南側)
清水車站,中正街/中正街73巷口(南側)
高美濕地,美堤街168號前
高美濕地第二停車場,臨港路六段100號(北側)
高美濕地第一停車場,高美路/美堤街口(東南側)
清水運動場,五權二街/五權路口(東側)
臺中市港區藝術中心,鎮政路/忠貞路口(北側)
清水牛罵頭停車場,光華路145號(對側人行道)
麗園公園(環太東路),環太東路461號(西南側)
中山路二段大興路口,中山路二段/大興路口(西北側)
新福振武路口,新福路/振武路口(北側)
光隆國小,光興路487巷/光德路390巷口(東南側)
吉祥公園,祥順路一段/坪林橋口(西北側)
福平公園,建祥街/建功街口(東北側)
永福公園,太堤西路/長億十一街口(西南側)
太平產業園區,光興路/園區路口(西北側)
太平國小,中興路/新平路一段口(西南側)
新坪里活動中心,新平路三段394巷1號前停車場
祥順新平路一段口,祥順路一段/新平路一段口(西南側)
臺中市立圖書館太平坪林分館,中山路一段213號
太平區福星公園,太平三街/長億九街口(西南側)
華成曉園,長安十一街/長安街口(西北側)
宜富公園,祥順路一段/宜昌東路160巷口(西北側)
豐年公園,環太東路/大源二街口(南側)
育賢停車場(近環中東路),育賢路233號(對側人行道)
育賢停車場(育賢路),育賢路181號(對側人行道)
太平國中,中山路二段116號
東村公園,東村八街13巷16號旁公園
中平國中,太平路/太平十三街口(北側)
大源公園,大源十八街/環太東路口(東南側)
屯區藝文中心,長安東路/長安路口(東南側)
中平公園,太平路176號
坪林森林公園,中山路二段401號旁(人行道)
太平區運動場,永平路一段/中興東路口(西北側)
長億公園,永成北路/永成北路151巷口(西南側)
一江橋,光興路/長龍路一段口(西南側)
新平國小,育德路162巷/樹孝路274巷9弄口(東北側)
新光國小(太順路),太順路/新興二街口(東南側)
祥順運動公園,宜昌路87巷/宜昌路口(西南側)
育賢段社會住宅,育賢路/立文街口(東南側)
太平宜佳公園,宜佳街/宜佳街31巷口(西南側)
新福公園(旱溪東路),旱溪東路二段/中山路四段口(東北側)
新高新光新興聯合里活動中心,立文街/立功路口(東南側)
立文公園,立功路/育才路口(東南側)
新平立體停車場(樹孝路),中山路三段/樹孝路口(西北側)
新安兒童公園,新安街/新興一街口(東南側)
中山路28巷中山路口(東北側),中山路28巷/中山路四段口(東北側)
宜昌兒童公園(宜昌路),宜昌路/十甲路口(西南側)
新光國小(新興路),新興路200號
仁美社區公園,仁愛路160巷/仁愛路160巷71弄口(西南側)
竹仔坑社區活動中心,校前路/校前路26巷口(南側)
立德社區公園,立仁五路/立仁一路口(東側)
德芳兒童公園,新芳路/德芳南三街口(東南側)
新仁里活動中心,立新街71號
中投西路東興路橋下公園,中投西路/東興路(橋下公園)
興大附中公有停車場,益民路二段174號(對側路旁)
瑞和公園,瑞和街120巷/瑞和街口(西南側)
大新兒童公園,大里二街/大里路口(東南側)
大里社會住宅,仁化路/健民路口(西北側)
大元三角公園,國光路一段/中興路口(東北側)
仁堤公園,仁堤路/仁堤一街口(東南側)
草湖公園,仁化路/忠孝路口(西側)
仁化公園,仁化路313號旁公園
立元停車場,立元路/自立路口(西北側)
草湖國小,大峰路/西湖路口(東北側)
美群國小,美群路155巷/三民二街口(西南側)
文化公園,仁福街/文化街口(西北側)
益民國小,益民路二段/益民路二段81巷口(北側)
青年公園,公園街/公園街421巷口(南側)
進士公園,爽文路/德芳路三段口(東南側)
廣停五停車場,德芳南路/現岱路(西側)
十九甲健康公園,立元路/甲園街口(西南側)
立新國中,立新二街/自立路口(西北側)
中興大學附屬高中,益民路二段/益民路二段230巷口(西北側)
大里運動公園,國光路一段/大里路口(東南側)
內新市場,中興路二段/東榮路一段口(東北側)
祥興公園,中興路二段/祥興二巷56弄口(南側)
崇光國小,益民路二段/益民路二段371巷口(東側)
塗城里活動中心,塗城路/塗成路33巷口(東北側)
瑞城國小,瑞城一街/美村街口(東北側)
臺中市立圖書館大里大新分館,大新街36-1號
積善公園,興大路/大明路口(西北側)
日新社區公園,日新路383號旁公園
日新河濱公園,福大路/中興路二段日新二巷口(西側)
大買家國光店,國光路二段710號
大里高中,國中路356號(對側人行道)
爽文公園,爽文路/永隆二街口(西南側)
內新國小(新仁路),新仁路二段57號(對側人行道)
長春兒童公園,長春路78巷/長春路78巷31弄口(西北側)
臺中市纖維工藝博物館,勝利二路口/德芳南一街(西南側)
大里圖書館,中興路一段163號
環保公園,德芳南路/永大街口(西南側)
德芳南路德芳南一街口,德芳南路/德芳南一街口(西北側)
國光花市停車場,德芳南路/德芳南三街口(西北側)
環河爽文路口,環河路/爽文路口(西北側)
大里兒青館,新光路32號
國光公園(興大南街),興大南街/永隆路口(東北側)
大明兒童公園(大明路),大明路/大明路366巷口(西北側)
永隆永隆七街101巷口,永隆七街/永隆七街101巷口(西北側)
永隆里活動中心,永隆六街/永隆六街32巷口(西南側)
永明公園,永明街/永隆三街口(西北側)
豐原大道一心路口,豐原大道一段/一心路口(東南側)
三陽運動公園,北陽路/水源路473巷口(東側)
豐田國小(田心路),田心路二段/田心路二段317巷口(西側)
北陽路40巷北陽路口,北陽路40巷/北陽路口(西南側)
北陽公園,中陽路/中陽路537巷口(東側)
圓環北大順街口,圓環北路/大順街口(西南側)
橫街尾停車場,復興路/富春街口(東南側)
三豐新生北路口,三豐路一段/新生北路口(西側)
義士祠,豐原大道五段/南田街3巷(東南側)
中正大社街口,中正路/大社街口(東北側)
豐圳公園,成功路/圓環西路87巷口(東北側)
葫蘆墩親子館,圓環北路一段/三豐路一段口(西南側)
忠勤公園,中正路/豐原大道口(東北側)
豐原區市立體育館,西安街72之1號
地方稅務局豐原分局,中山路/中山路223巷口(西南側)
圓環東安康路口,圓環東路/安康路口(北側)
同心互助街口,同心街/互助街口(西南側)
合作國小,豐原大道一段602號(對側人行道)
豐南國中,育仁路/豐南街口(東北側)
豐田國小,豐原大道二段/田心路二段272巷85弄口(東側)
田心圓環東路口,田心路二段/圓環東路口(西南側)
豐原大道南陽路口,豐原大道三段/南陽路口(東北側)
福陽國小,南陽路綠山巷/南陽路綠山巷81弄口(東北側)
富春國小,豐西街/瑞安街口(東北側)
社皮公園,西勢一街65號(對側人行道)
南陽公園,永康路209號
消防公園,仁洲街/豐原大道七段口(東側)
陽明大樓,陽明街36號(對側人行道)
圓環西中山路口,圓環西路/中山路口(西北側)
豐原區公所,市政路/育仁路口(東南側)
豐原國中,三豐路一段/三豐路438巷(西南側)
圓環北大昌街口,圓環北路一段151號旁
慈濟公園,豐勢路一段/豐東路口(東南側)
豐原高中,水源路/水源路129巷口(東北側)
豐原地政事務所,興安街/西安街口(西南側)
豐原車站,三民路/三豐路一段口(南側)
豐原廟東夜市,中正路212巷/信義街口(西南側)
豐原高商,圓環南路1-1號(對側人行道)
豐原監理站,豐東街118巷/中陽街316巷口(南側)
豐村國小,水源路341號
豐陽國中,富陽路/富陽路119巷口(西北側)
豐原車站(豐勢路東側出口),東仁街/明仁街口(西南側)
信平順平二街口,信平路/順平二街口(東南側)
四張犁國中,后庄路/崇德十路二段(北側)
太順太順三街口,太順路/太順三街口(西南側)
同榮公園,同榮路318巷16號(對側人行道)
自然感官公園,南興路925號(東北側)
新平公園,中平路876號(對側人行道)(西南側)
東新公園,梅川東路四段/旅順路一段(東北側)
旅順公園,旅順路二段/柳陽西街(西南側)
南興南興北一路口,南興路/南興北一路口(東北側)
敦富敦富十街口,敦富路/敦富十街口(西側)
景福公園,東山路一段220巷/軍福十一路口(東北側)
臺中市網球中心,祥順二路/太祥路口(西北側)
和祥公園,祥順路二段/軍福九路口(西北側)
環中東東山路口,環中東路二段/東山路一段口(東南側)
綠空廊道(三光北一街),南京東路三段/三光北一街口(東北側)
綠空廊道(北屯路471巷),北屯路471巷/北屯路口(東北側)
南興敦富七街口,南興路/敦富七街口(東北側)
明道普霖斯頓小學,崇德二路二段/河北東街口(西南側)
廍子公園,景賢路/太祥路口(東北側)
昌盛公園,太和三街/太和路二段口(東南側)
太原六號橋,太原路三段/祥順東路一段口(西北側)
中臺科技大學(東北側),廍子路666號前
陸光公園,豐樂路三巷/豐樂路口(東北側)
潮春公園,崇德十六路/環美路口(南側)
北新國中,遼寧路一段/僑孝街110巷口(東北側)
祥和公園,軍福七路/建和路一段口(西南側)
823紀念公園,崇德九路/昌平東二路口(東北側)
廍興公園,樹孝路/太順路口(西北側)
文心國小,綏遠路二段/文心路四段口(東南側)
和順公園,軍和街/和順路458巷口(西北側)
仁和福德公園,榮德路/仁平街口(東南側)
水湳生態公園,安順東二街/崇德二路二段口(西北側)
永和巷公園,山西路二段/永和巷口(西北側)
一德公園,昌平路一段21巷/昌平路一段21巷4弄口(西南側)
經補庫停車場,東山路一段381-42號對面
和福公園,軍福十路/和福路口(西北側)
太原停車場,太原路三段/建和路一段路口(西側)
舊社公園,松竹路二段/北屯路口(西側)
新都生態公園,軍福十五路20號(對側人行道)
四張犁圖書館,豐樂路二段/豐樂一街口(西北側)
四張犁農村公園,四平路/豐樂路二段口(北側)
北屯區公所,崇德路三段10號
東光國小,東山路一段91巷/東山路一段123巷31弄口(西北側)
三光太原路口,三光巷/太原路三段口(東南側)
北屯區文昌國小,興安路一段/青島路四段口(東北側)
北屯兒童公園,北平路四段/興安路一段口(東南側)
北屯國小,國校巷/北興街口(東北側)
蓬勃運動中心,山西路二段/安順北一街口(西北側)
大德公園,平德路/平德路1巷口(西北側)
綠空廊道(東山路),東山路一段50之3號旁
后庄公園,后庄三街 205 巷/庄美街(東南側)
崇德十四平路口,崇德十路二段/四平路口(南側)
洲際棒球場(崇德十九路),崇德十九路/四平路口(東南側)
洲際棒球場(環中路),環中路一段980號(對側人行道)
軍福公園(軍福十九路),軍福十九路/松竹三路口(西南側)
老樹公園(經貿一路),經貿一路/順平路(西側)
中清經貿五路口,中清路二段/經貿五路口(西南側)
敦化公園(后庄七街),后庄七街30號(對側人行道)
雷虎公園,雷中街19巷34弄37號(對側公園)
四平公園,后庄路1046巷/后庄路1068巷口(西北側)
仁和公園(山西路),山西路三段/崇德路三段口(東北側)
同順公園,同榮路86號(對側人行道)
新興國小(新興路7巷),新興路20號(對側停車場)
三甲公園(旱溪東路),旱溪東路三段/景賢南一路口
文心崇德路口,文心路四段/崇德路二段口(東南側)
823紀念公園(崇德九路),崇德九路303號(對側人行道)
仁德停車場,崇德十二路436號(對側人行道)
仁美公園(崇德十二路),崇德十二路431號(對側人行道)
仁和廣福公園,四平路238巷388號(南側)
仁和公園(崇德九路),崇德九路/崇德路三段口(東南側)
臺中市極限運動場,崇德八路一段/崇德路三段口(東南側)
三分埔公園(崇德五路),崇德五路/河北東街(西北側)
松竹公園(崇德六路),崇德六路/崇德五路146巷口(東南側)
軍功國小(軍功路),軍功路一段513號(對側人行道)
建功國小(軍和街),軍和街43號
建功公園,軍和街95巷91-3號旁公園
軍功公園(松竹路),松竹路一段/軍功路二段口(東南側)
細廣兼停2停車場,松竹路一段/南興園路口(西南側)
南興公園(南興東路),南興東路/南興三路口(東北側)
天闊民眾活動中心,旱溪西路三段258巷/旱溪西路三段口(東北側)
三光國中(三光北一街),三光北一街100號(對側人行道)
大買家北屯店,北屯路370號
松竹國小(崇德六路),崇德六路一段207號(對側人行道)
豐田公園(大連路),大連路三段203號
天祥停車場(天祥街13巷),天祥街13巷/天祥街口(東北側)
南京東天祥街口,南京東路/天祥街口(東北側)
松竹車站,松竹路一段1473巷100號旁
太原車站,東光路710號(對側人行道)
三采公園,永春東七路/大墩十二街口(東北側)
大墩十一大通街口,大墩十一街/大通街口(東南側)
向上五權西路口,五權西路二段/向上路三段口(西側)
向上益豐路(東北側),向上路三段/益豐路四段口(東北側)
下牛埔仔公園,南光路91巷/黎明路一段37巷口(西南側)
精科精科中路口,精科路/精科中路口(西側)
春安停車場,春安三街/春安二街口(東北側)
精科五精科南路口,精科五路/精科南路口
嶺東科技大學(寶文校區),中台路7號旁停車場內
嶺東科技大學(春安校區),嶺東路1號
文山公園,文山九街78號(對側人行道)
精科公園(文山三街),文山三街/保安八街口(南側)
精科公園(文山路),文山路/保安八街口(北側)
精密園區勞工聯合服務中心,精科路26號前
臺中市環保局南屯清潔隊,東興路一段/永春東路口(東南側)
新富小公園,新富路/龍富十五路口(西北側)
李科永紀念圖書館,龍富路五段1號前
南屯區福德公園,干城街/干城街202巷口(西南側)
南屯親子館/環保局環境檢驗科,南屯路二段409號前
水安公園,文心路一段/大業路口(西北側)
春安國小,春安路/春安一街口(西北側)
犁頭店公園,惠中路三段/大墩四街口(西南側)
南屯區公所,永春東路679號前
春社公園,永春路/嶺東路80巷口(東南側)
保安公園,文山五街/保安五街口（西北側）
黎光公園,干城街/懷德街口(南側)
萬和宮,萬和路一段/文昌街口(西側)
豐富公園,東興路一段/文心南五路一段口(東南側)
禮惠公園(大墩六街),大墩六街/大墩六街350巷口(西南側)
公益惠文路口,公益路二段/惠文路口(東南側)
公益大英街口,公益路二段131號前
大業公園,大業路/大進街口(西北側)
五權西文心路口,五權西路二段/文心路一段路口(東南側)
大興公園,南屯路二段/精誠南路口(西南側)
向心兒童公園,文心南二路/向心南路口(東南側)
黎明國中,黎明路二段658號前
豐功停車場,文心南三路/向心南路口(東北側)
文心森林公園(惠文向上路口),惠文路/向上路二段口(東南側)
田心公園,惠弘街/惠德街口(西南側)
文昌兒童公園,文昌街/文昌街225巷口(東南側)
楓香公園(楓樹南街),楓樹南街243號(對側人行道)
鄰公七公園,大同九街/大同十街口(東南側)
兒三公園,大同十街/大同九街口(西北側)
黎明公園,懷德街/干城街口(西南側)
三塊厝公有停車場,大墩十一街/江和街口(西南側)
佛教正德醫院,文心南五路三段100號
旌旗教會,文心南五路三段160號
南屯公園(大墩七街),大墩七街/惠中路三段口(西南側)
鎮平公園(楓樹西街366巷),楓樹西街366巷/黎明路一段口(東側人行道)
臺中特殊教育學校,大觀路/公益路二段口(西南側)
永春國小(永春東路360巷),永春東路/永春東路360巷口(東北側)
文心南五大墩南路口(西南側),文心南五路/大墩南路口(西南側)
文心南六文心南六路171巷口,文心南六路/文心南六路171巷口(西北側)
文心南九向心南路口,文心南九路/向心南路口(兩側人行道)
向心南文心南七路口,向心南路/文心南七路口(西南側)
豐樂雕塑公園(向心南路),向心南路/文心南五路一段口(西南側)
萬和國中(文心南三路),文心南三路843號(對側人行道)
豐富公園(東興三民西路口),東興路一段/三民西路口(東北側)
港尾萬魂祠,環中路一段/中清路二段口(東側)
漢翔福星北路口(東北側),漢翔路37號(對側人行道)
西屯張廖家廟,福星北路/文華路138巷口(東南側)
宏福一巷宏福三巷口,宏福一巷/宏福三巷口(西側)
漢翔上墩路口,漢翔路/上墩路口(西南側)
泰安國小,環中路二段/同志巷口(西南側)
惠民公園,西屯路二段200號(對側)
文華路86巷文華路口,文華路86巷/文華路口(東南側)
國安二號公園,西屯路三段/玉門路口(東側)
國家中山科學研究院臺中院區,西安街277巷300-2號(東側路旁)
廣興宮,廣福路230號(對側廣場)
港尾里守望相助隊,中康二街/中康街口(西北側)
上石國小(湳子巷8弄),湳子巷/湳子巷8弄(東側)
上石國小(湳子巷),湳子巷8之20號(對側人行道)
福科國中(福林路),福林路/西屯路三段口(西南側)
玉門西屯路三段口,玉門路/西屯路三段口(東南側)
東大西屯路三段口,東大路一段/西屯路三段口(東南側)
國豐停車場,國安一路128號(北側)
成都公園,成都路222號(旁公園)
五龍公園,東大路一段/福瑞街七十五巷口(西側)
福瑞里社區停車場,福瑞街七十五巷/東大路一段口(東南側)
福強街福科路900巷口,福強街/福科路900巷口(東北側)
臺灣大道約農路口,臺灣大道四段/約農路口(東南側)
東大附中,臺灣大道四段/東海路口(東側)
福聯兒童公園,福科路961巷/福瑞街27巷口(西北側)
環中福星西路口,環中路二段1129號前
協仁公園,福元路/福玄路口(東南側)
臺灣大道安和路口(西南側),臺灣大道四段/安和路口(西南側)
協和公園,玉成路/玉寶路口(西南側)
中工公園,順和一街1號(對側人行道)
臺灣大道工業區一路口(東南側),臺灣大道四段/工業區一路口(東南側)
中工二路福中十街口,中工二路/福中十街口(東南側)
臺灣大道中工三路口(西北側),臺灣大道四段/中工三路口(西北側)
工業區一路98巷口,工業區一路98巷/工業區一路口(西南側)
工業區一路工業區一路72巷口,工業區一路/工業區一路72巷口(西南側)
工業區一路工業區一路58巷口,工業區一路/工業區一路58巷口(西南側)
福恩停車場,工業區一路2巷/工業區一路口(西北側)
臺灣大道福林路口(東北側),臺灣大道四段/福林路口(東北側)
巨大集團總部,東大路一段999號(前人行道)
中科管理局,中科路2號
惠來停車場,惠來路二段/市政北一路口(西南側)
大弘公園,太原路一段204號(對側人行道)
何厝公園,四川路89號(對側人行道)
高登公園,重慶路431-433號(對側人行道)
臺中至善公園,至善路/逢甲路101巷口(西南側)
臺中市議會,市政北一路56號(對側人行道)
文修公園,福星路114號(對側人行道)
上德公園,上石路73號
國安國小,東大路一段555號(對側人行道)
經貿七中清路口,經貿七路12號(對側道路旁)
三信公園,漢口路二段182號(對側人行道)
國安一號公園,國安一路51號
大仁公園,甘肅路一段/甘州六街口(西側)
世斌公園,永福路/福安路22巷口(東北側)
潮洋環保公園,朝貴路/朝馬七街(西南側)
福科國民中學,西屯路三段/玉門路370巷口(東南側)
西大墩公園,福科一街/福科二路口(西北側)
協和停車場,安和西路/福玄路口(西側)
臺中國家歌劇院,惠民路/市政北六路口(西南側)
大隆東興路口,大隆路40號前
市政公園停車場,市政北五路/惠中路一段口(東南側)
上石公園,西屯路二段/上石北五巷口(西南側)
青海逢甲路口,青海路二段/逢甲路口(西北側)
市政府(文心樓),文心路二段/大墩二十街口(西南側)
新光/遠百,臺灣大道三段/惠來路二段(西北側)
頂何厝,臺灣大道二段/東興路三段路口(西北側)
櫻花棒球場,櫻花路/洛陽路口(西側)
秋紅谷,朝富路/朝馬路口(東北側)
安和國中,天助街/中工三路口(西南側)
臺灣大道福林路口,臺灣大道四段/福林路口(西南側)
臺灣大道玉門路口,臺灣大道四段/玉門路口(西南側)
大鵬國小,大鵬路/大鵬路59巷口(西南側)
福星公園,寶慶街50巷/河南路二段301巷(東側)
河南停車場,河南路一段122號
漢口國中(漢口路),漢口路一段54-1號前
福科福康路口,福科路/福康路口(西北側)
西苑高中代管籃球場,安和路/安和路189巷(東南側)
福安公園,福裕路/福泰東路(東北側)
福科永福路口,福科路/永福路口(西北側)
福順停車場,福順路/福元路(西南側)
