name,description
都會公園-文賢路站,奇美博物館文賢路停車場
霞客湖站,霞客湖旁停車場前人行道(南科七路)
喬治工商,基隆路二段166號前(喬治工商)
伊通長安路口,伊通街/長安東路二段(交叉口西南側路側)(鄰近袖珍博物館/樹火紀念紙博物館)
樹林工業區,樹林區保安街二段6號(前面廣場)(鄰近樹林興仁花園夜市)
伊吉邦社區,新莊區新北大道7段312號(人行道)
逢甲大學,台中市福星路/逢甲路口(潮洋機車停車場)
千禧公園站,廣東路與廣東路456巷路口
屏東大學民生站,民生路4-18號(民生校區)
屏東書院站(孔廟)(暫停營運),勝利路38號(勝利路與中華路口)
屏東高中站,忠孝路與廣東路口(臨廣東路)
東山河站,機場北路與崇勝一街路口(臨機場北路)
環球購物中心站,公園路與仁愛路口(臨公園路)
學成大義路口,學成路大義路口(西北側人行道)
尖山國中,鶯歌區國中街1號(人行道)
綠光公園,鐵道路一段28巷79號(對面公園綠帶)
竹蓮寺,竹蓮街72號(對面人行道)
新竹教育大學,南大路560號(對面人行道)
三民運動公園,三民路一段200號前方人行道
元智大學,遠東路135號(面元智大學左側人行道)
新埔公園,同安街203號對面人行道
東溪綠園,成功路二段1號旁小公園
桃園火車站(後站),延平路26號對面人行道
宜昌兒童公園,十甲路615號對面
敦化公園,后庄七街/敦化路一段口
大甲體育場,大安港路/大安港路53巷口
大甲區公所,新政路/三民路口
大甲區壘球場,錦上街/雁門路口
大甲高中,水源路/中山路一段口
大甲火車站,中山路一段/蔣公路口
豐原廟東夜市,中正路212巷/信義街口
豐原火車站,中正路/東北街口
豐原地政事務所,西安街/興安街口
內新市場,中興路二段/東榮路一段口
中興大學附屬高中,益民路二段/益民路二段230巷口
德芳南路德芳南一街口,德芳南路/德芳南一街口
大里運動公園,國光路一段/大里路口
環保公園,德芳路二段/永大街口
永隆七街永隆路口,永隆七街/永隆路口
環河公園,永隆六街/爽文路口
樹德停車場,德富路146巷/德吉街口
新平立體停車場,中山路三段/樹孝路口
臺中國家歌劇院,惠民路/市政北六路口
一江橋,光興路/長龍路一段口
長億公園,永成北路/永成北路151巷口
太平區運動場,永平路一段/中興東路口
中山醫學大學,建國北路一段/文心南路口
東光國小,東山路一段91巷/東山路一段123巷31弄口
楓香公園,楓樹西街/楓樹南街口
樹義公園,大慶街一段257-3巷/福田三街口
樹仁公園,福田二街/樹義路口
坪林森林公園,中山路二段/中山路二段477巷口
三分埔公園,崇德五路 / 河北東街口
關渡宮,大度路三段301巷223-5號西北側停車場(鄰近關渡宮)
經國民生路口,民生路309號(旁公園綠帶)
北區區公所,國華街69號(區公所前廣場)
湳雅公園,武陵路157號(對面人行道)
復興市民路口,復興南路一段36-9號前人行道(復興市民路口)(鄰近微風廣場/黑松世界)
三興公園,吳興街118巷35弄28號前方(三興公園)
民生活動中心,民生東路五段/三民路口(西北側)(鄰近松山親子館)
培英公園,崇實路/大直街62巷(東南側)
北新竹火車站(新竹高工),中華路二段2-1號前人行道
千甲火車站,千甲路138-5號(民宅對面人行道)
三姓橋火車站,元培街32巷30號(車站出口前廣場)
香山火車站,中華路五段347巷2弄27號(火車站前廣場)
天公壇,中山路450-1號(對面西雅公園)
香山國小,牛埔東路260號(校門右側人行道)
光復關新路口,關新路21號(大樓前人行道)
金山街(集福宮),金山街63號(對面公園綠地)
中華桂林路口,中華路一段206號前方廣場(鄰近國軍歷史文物館)
昌隆國小,昌平街/昌平街31巷(對面昌隆國小人行道)
三多第1市民活動中心,樹林區福興街17號(活動中心前機車格)
樹林國民運動中心,樹林區中正路188-6號
俊英俊保路口,俊英街俊保路口(西北側人行道)
大安路307巷口,樹林區大安路307巷口
潮洋環保公園,朝貴路/市政北二路口
西大墩公園,福科一街/福科二路口(西北側)
永安南路九芎街71巷口,蘆洲區永安南路/九芎街71巷口(對面人行道)
蘆洲延平派出所,蘆洲區長安街102巷5弄12號(對面)
捷運古亭站(6號出口),羅斯福路二段 / 羅斯福路二段15巷口(西側)
公館公園,三民路一段/自由路一段口
和順公園站,公園南路(和順里活動中心旁)
衛生局站,東門路二段與林森路一段旁(西南側人行道)
臺南市政府站,府前路二段與府前四街(西南側人行道)
臺南市美術館站,府前路一段與永福路二段口(活動中心前廣場)
體育園區站,健康路一段(忠烈祠停車場旁)
水交社文化園區站,健康路一段與南門路口(西南側人行道)
延平郡王祠站,開山路(東南側人行道)
赤嵌樓站,民族路二段與赤嵌街口(東北側人行道)
民生轉運站,民生路二段與民生路二段400巷(民生轉運站)
社正公園,社中街43號對面停車場(社正公園)
嘉南藥理大學站,嘉南藥理大學(北三機車停車場)
浮洲合宜住宅(樂群路),板橋區合宜路/樂群路口
臺灣藝術大學,大觀路一段51號(郵局旁邊)
大觀國中,板橋區僑中二街8巷(對面人行道)
德光國光街口,中和區德光國光街口(巷子路側)
新光國小,新興路/新福路口
經補庫停車場,東山路一段381-42號對面
新都生態公園,軍福十五路/祥順路二段口
龍山國小,和平西路三段280號對面人行道(龍山國小)(鄰近艋舺夜市(萬華夜市))
捷運萬芳社區站,萬芳路60號西側廣場
國立臺北大學(臺北校區),民生東路三段 / 復興北路280巷10弄口(西北側)
太原五原路口,太原路 / 五原路口(東南側)(鄰近寧夏夜市)
內政部營建署,八德路二段342號東側人行道(鄰近微風廣場/黑松世界)
健康新城,健康路177號前人行道(健康新城)
中央北路四段540巷口,中央北路四段529號對面
捷運松山站(3號出口),松山路/市民大道六段(西北側捷運3號出口)(鄰近饒河街夜市/彩虹橋)
捷運復興崗站,中央北路三段17-1號對面人行道 (中央北路三段53巷側)
中山堂,延平南路/武昌街一段東南角人行道(延平武昌街口)(鄰近中山堂/西門町)
捷運信義安和站(1號出口),信義路四段 / 安和路一段口(東北側)
八德中坡路口,八德路四段869號前方人行道(鄰近饒河街夜市)
古亭國中,中華路二段465號對面人行道(古亭國中)
捷運忠義站,中央北路四段262號對面人行道
雨農國小,忠義街6號對面人行道(雨農國小)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園)
安泰街83巷,安泰街83巷3號對面
自來水園區,中正區思源街16號對面人行道(鄰近自來水博物館/自來水園區)
湖光國宅,文德路22巷67號對面綠地
民權瑞光路口,民權東路六段50號前人行道
臺北花市,新湖三路28號前人行道(鄰近台北花市)
至善臨溪路口,至善路一段/臨溪路(東南側)
螢橋國小,泉州街32號對面人行道(螢橋國小)
立功立德路口,立功街/立德路(西南側人行道)
星雲金湖街口,星雲街210巷11號旁平面停車場
林口公園,林口街72號對面公園(林口公園)
南港車站(興華路),市民大道八段/興華路口西北側人行道(鄰近南港高鐵站)
成功金龍路口,成功路四段/金龍路口(捷運內湖站1號出口)
捷運關渡站,大度路三段270巷/立功街55巷(西南側人行道)
三軍總醫院,成功路二段/成功路二段323巷東北角人行道(鄰近防災科學教育館)
木柵光輝路口,木柵路一段290號西側人行道(木柵光輝路口)
市民東興路口,市民大道五段193號前方人行道(鄰近台北機廠)
敦北公園,敦化北路 / 富錦街口(東北側)
芝山國小,德行東路/德行東路283巷東北角人行道(芝山國小)
碧山公園,內湖路三段60巷8弄1號(東南側)
敦親公園,和平東路二段96巷8之1號(前方)(鄰近資訊科學展示中心)
華聲公園,華聲街17號南側路側(全聯)
大理高中,環河南路二段300號對面人行道(大理高中)
樂群二敬業四路口,樂群二路180號前廣場
中山中正路口,中山北路五段609-625號前人行道(中山中正路口)(鄰近福林公園)
明美公園,石潭路/南京東路六段451巷口西南人行道綠帶(明美公園)
市立圖書館葫蘆堵分館,延平北路5段136巷4號對面
忠順區民活動中心,忠順街二段22號前方人行道(忠順區民活動中心)
金華公園,金華街251號對面(金華公園)(鄰近永康街)
朱崙商場,龍江路15號前方人行道(鄰近遼寧夜市)
麗山高中,環山路二段131號對面人行道(麗山高中)
錦德公園,德昌街243號對面公園(錦德公園)
仁愛安和路口,仁愛路四段 / 仁愛路四段222巷(東南側)
長沙公園,環河南路一段280號之1(東側)(鄰近艋舺青山宮)
秀山區民活動中心,秀山路50號北側道路路側
第二果菜批發市場,民族東路410巷1號 對面 遷到 民族東路410巷2弄20號 東側
泰和公園,吳興街600巷67弄5號對面公園(泰和公園)
華齡公園,劍潭路80對面公園(華齡公園)
新生公園,民族東路/吉林路口(西北側)(鄰近花博公園新生園區)
北安大直街口,北安路676號前人行道
士林新天地,大南路325號前方人行道
捷運南京三民站(3號出口),南京東路五段204號(前方)
洲子一號公園,基湖路32號南側公園
重慶南海路口,重慶南路二段45號前方(郵政博物館前)(鄰近郵政博物館/國立台灣藝術教育館)
捷運辛亥站,辛亥路四段114號旁人行道(捷運辛亥站)
關渡自然公園,關渡路68號對面人行道
扶輪親恩公園,民權東路六段13之15號對面人行道(民權大橋)(鄰近華生水水體驗館)
新明路262巷口,新明路/新明路262巷口(東側)
市民太原路口,鄭州路23號東側人行道(市民太原路口)(鄰近台北地下街/台北車站)
萬華國中,西藏路 / 莒光路299巷口(東南側)
大稻埕公園,安西街1巷15號對面人行道(大稻埕公園)
牯嶺公園,廈門街113巷/牯嶺街口西側
清江國小,三合街一段/公館路西南側人行道(清江國小)
芝山抽水站,至誠路二段80號對面人行道(芝山抽水站)(鄰近雙溪生活水岸自行車道)
西本願寺廣場,中華路一段/長沙街二段路口西南側人行道(西本願寺)(鄰近國軍歷史文物館/中山堂/西門紅樓)
富台公園,松信路209號前人行道
基隆路一段101巷口,基隆路一段 / 基隆路一段101巷口(東南側)
南港高工,興中路29號前方人行道
樹林區公所,樹林區博愛街198-1~198-5號(對面人行道)
新莊體育館,中華路一段136巷對面
佳和公園,中和區中山路二段2巷27號(對面公園)
立德公園,仁愛二路與民族路口交叉口
永和國民運動中心,永和區永利路141號(對面人行道)
福和宮,中和區廣福路112號(人行道)
捷運新北產業園區站,新莊區五工路55號
板橋車站,新站路/站前路口(十字路口西側)(鄰近板橋高鐵站)
龍埔公園,新北市三峽區國光街85號
中正北路193巷(愛買三重店),中正北路193巷45號(賣場停車場)
永吉國小,鶯歌區德昌二街39號(對面人行道)
深坑區公所(深坑老街),新北市深坑區文化街45號(兒童公園旁)(鄰近深坑集順廟/深坑老街)
龍埔國小,三峽區大學路47號(對面人行道)
永安兒童公園,永安北路2段/永安北路2段35巷
三德公園,三重區仁和街205號(斜對面公園人行道)
忠山市民活動中心,忠三街8號(活動中心旁籃球場空間)
安邦公園,安邦街與連勝街口(交叉路口西北側)
長風社區,土城區中華路二段91~95號(人行道)
江翠國中,板橋區松江街63號(對面路側)(鄰近石雕公園)
民安東民全街口,新莊區民安東路48號前人行道
捷運海山站(1號出口),土城區海山路(捷運海山站1號出口人行道)
貿商國宅,登林路76-3號(前人行道)
沛陂社區公園,土城區三民路23巷8弄(公園裡面)
永和國父紀念館,永和區國光路9號(前人行道)
圓通錦和路口,中和區圓通路367巷路側(46-52停車格)
龍鳳公園,新莊區龍安路72號對面(公園人行道)
三重五常公園,三重區五華街7巷(對面公園人行道)
中和區公所,景平路634-2號 ( 中和區公所正門機車格位 )
安樂宜安路口,中和區安樂路101之1號
清水高中,土城區明德路一段72號
保平路214巷,永和區保平路214巷12弄12號(對面路側)(鄰近樂華夜市/世界宗教博物館)
三井Outlet,林口區文化二路一段241巷(三井Outlet北邊出口）(鄰近MITSUI OUTLET PARK 林口)
